id,sn,sn_2,date,title,link
367,足纪字[2017]029号,,,关于对上海绿地申花俱乐部队球员孙世林违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170324/7561.html
368,足纪字[2017]028号,,,关于对上海绿地申花俱乐部队球员秦升违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170324/7562.html
369,足纪字[2017]027号,,,关于对广州恒大淘宝俱乐部队官员斯科拉里违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170324/7563.html
370,,,,关于对天津权健足球俱乐部球员基蓝马违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170317/7564.html
371,,,,关于对石家庄永昌足球俱乐部队球员冯绍顺违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170317/7565.html
372,,,,关于对新疆天山雪豹足球俱乐部球员阿卜杜力艾则孜违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170317/7566.html
373,足纪字[2017]023号,,,关于对新疆天山雪豹足球俱乐部球员穆斯塔帕违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170317/7567.html
374,足纪字[2017]018号,,,关于对江苏苏宁足球俱乐部球员特谢拉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7568.html
375,足纪字[2017]022号,,,关于对深圳市南岭铁狼足球俱乐部球员魏征违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7570.html
376,足纪字[2017]021号,,,关于对天津权健足球俱乐部球员王晓龙违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7569.html
377,足纪字[2017]020号,,,关于对江苏苏宁足球俱乐部球员滕帅违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7572.html
378,足纪字[2017]019号,,,关于对江苏苏宁足球俱乐部教练员陆博飞违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7571.html
379,足纪字[2017]017号,,,关于对广州恒大淘宝足球俱乐部球员郑智违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7574.html
380,足纪字[2017]016号,,,关于对北京中赫国安足球俱乐部球员赵和靖违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7573.html
381,足纪字[2017]015号,,,关于对广州赛区（广州恒大淘宝足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7575.html
382,足纪字[2017]014号,,,关于对广州恒大淘宝足球俱乐部官员王长润违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170310/7576.html
383,足纪字[2017]012号,,,关于对内蒙古包头南郊足球俱乐部违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170306/7577.html
384,足纪字[2017]011号,,,关于对长春大众卓越女足俱乐部球员杨凤嫱违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170306/7578.html
385,足纪字[2017]010号,,,关于对杭州启盟清河中学队官员田野违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170306/7579.html
386,足纪字[2017]009号,,,关于对杭州启盟清河中学队官员张永、颜振华违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170306/7580.html
387,足纪字[2017]008号,,,关于对延边富德足球俱乐部球员朱泉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170302/7581.html
388,足纪字[2017]007号,,,关于对广州恒大淘宝足球俱乐部球员杨鑫违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170120/7582.html
389,足纪字[2017]006号,,,关于对大连一方足球俱乐部球员于振违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170120/7583.html
390,足纪字[2017]005号,,,关于对长春亚泰U18队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170120/7584.html
391,足纪字[2017]004号,,,关于长春亚泰U18队球员刘津、艾孜买提·提力瓦力迪、麦麦提热伊木·麦麦提艾力违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170120/7585.html
392,足纪字[2017]003号,,,关于对天津权健U18队球员钟宇啸、李嘉伟、曹志、朱新元、崔佳琦违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170120/7586.html
393,,,,关于对天津权健U18队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170120/7587.html
394,足纪字[2017]001号,,,关于天津权健U18队官员田旭违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170120/7588.html
395,足纪字[2016]195号,,,关于对中国足协业余联赛总决赛合肥桂冠队运动员梁浩违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161214/7589.html
396,足纪字[2016]194号,,,关于对中国足协业余联赛总决赛合肥桂冠队运动员刘博违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161214/7590.html
397,足纪字[2016]193号,,,关于对中国足协业余联赛总决赛合肥桂冠队运动员李洪哲违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161214/7592.html
398,足纪字[2016]192号,,,关于对中国足协业余联赛总决赛深圳屹盛队运动员张天晗违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161214/7591.html
399,足纪字[2016]191号,,,关于对中国足协业余联赛总决赛深圳屹盛队运动员韩伟辰违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161214/7593.html
400,足纪字[2016]190号,,,关于对中国足协业余联赛总决赛深圳屹盛队运动员陈浩源违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161214/7594.html
401,足纪字[2016]189号,,,关于对中国足协业余联赛总决赛深圳屹盛队运动员刘宇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161214/7595.html
402,足纪字[2016]188号,,,关于对中国足协业余联赛总决赛深圳屹盛队运动员邢序飞违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161214/7596.html
403,足纪字[2016]185号,,,关于对云南鑫悦鑫足球队运动员张睿康违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161202/7597.html
404,足纪字[2016]187号,,,关于对北京控股足球俱乐部运动员靳辉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161202/7598.html
405,足纪字[2016]186号,,,关于对云南鑫悦鑫足球队官员卢开智违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161202/7599.html
406,足纪字[2016]184号,,,关于对重庆晟新足球俱乐部队运动员王心淦违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161202/7600.html
407,足纪字[2016]183号,,,关于对重庆晟新足球俱乐部队运动员代焱森违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161202/7601.html
408,足纪字[2016]182号,,,关于对重庆晟新足球俱乐部队运动员罗文违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161202/7602.html
409,足纪字[2016]181号,,,关于对青岛市足球协会青岛队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161202/7603.html
410,足纪字[2016]180号,,,关于对“我爱足球”中国足球民间争霸赛大区赛广东赛区（5人制）小组赛娃娃组青岛队官员牛嵩违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161202/7604.html
411,足纪字[2016]179号,,,关于对山东鲁能泰山俱乐部队运动员王炯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7605.html
412,足纪字[2016]178号,,,关于对上海国泰君安永柏女子足球队运动员李佳悦违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7606.html
413,足纪字[2016]177号,,,关于对河北石家庄赛区(石家庄永昌俱乐部主场)违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7607.html
414,足纪字[2016]176号,,,关于对延边富德俱乐部队运动员尹昌吉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7608.html
415,足纪字[2016]175号,,,关于对延边富德俱乐部队运动员朴世豪违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7609.html
416,足纪字[2016]174号,,,关于对石家庄永昌俱乐部队运动员杨一鸣违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7610.html
417,足纪字[2016]173号,,,关于对青岛中能U19队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7611.html
418,足纪字[2016]172号,,,关于对云南足协U19队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7612.html
419,足纪字[2016]171号,,,关于对青岛中能U19队马天翼等8名官员、运动员违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7613.html
420,足纪字[2016]170号,,,关于对云南足协U19队金东海等15名官员、运动员违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161107/7614.html
421,足纪字[2016]169号,,,关于对贵阳赛区(贵州恒丰智诚俱乐部队主场)违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161029/7615.html
422,足纪字[2016]168号,,,关于对广州恒大淘宝俱乐部队运动员飞拉提违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161029/7616.html
423,足纪字[2016]167号,,,关于对大连一方俱乐部队运动员曲晓辉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161029/7617.html
424,足纪字[2016]166号,,,关于对黑龙江田丰油化足球俱乐部队官员田宇浩违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7619.html
425,足纪字[2016]165号,,,关于对贵州恒丰智诚足球俱乐部队运动员范云龙违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7618.html
426,足纪字[2016]164号,,,关于对广州恒大淘宝足球俱乐部队运动员胡扬扬违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7621.html
427,足纪字[2016]163号,,,关于对江苏苏宁足球俱乐部苏宁易购队运动员张善羽违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7620.html
428,足纪字[2016]162号,,,关于对北京人和足球俱乐部运动员李晨违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7622.html
429,足纪字[2016]161号,,,关于对北京人和俱乐部运动员刘天祺违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7624.html
430,足纪字[2016]160号,,,关于对沈阳西成足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7623.html
431,足纪字[2016]159号,,,关于对沈阳西成足球俱乐部队运动员戚航违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7626.html
432,足纪字[2016]158号,,,关于对沈阳西成足球俱乐部队运动员段宪坤违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7625.html
433,,,,关于对沈阳西成足球俱乐部队运动员赵寅生违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7627.html
434,足纪字[2016]156号,,,关于对沈阳西成足球俱乐部队运动员穆阳违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161021/7628.html
435,足纪字[2016]155号,,,关于对保定容大队运动员邸佑违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161014/7629.html
436,足纪字[2016]154号,,,关于对江西赛区（江西联盛俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161014/7630.html
437,足纪字[2016]153号,,,关于对天津汇森队运动员蒋琪违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161014/7631.html
438,足纪字[2016]152号,,,关于对上海国泰君安永柏队运动员邱芳芳违规违纪的处罚决定,http://www.thecfa.cn/cftz/20161014/7632.html
439,足纪字[2016]151号,,,关于对上海国泰君安永柏队运动员刘俊违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160930/7633.html
440,足纪字[2016]150号,,,关于对新疆天山雪豹俱乐部体彩队运动员蔡曦违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160930/7634.html
441,足纪字[2016]149号,,,关于对浙江毅腾俱乐部队官员林涛违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160930/7635.html
442,足纪字[2016]148号,,,关于对天津权健俱乐部队运动员基蓝马违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160930/7636.html
443,足纪字[2016]147号,,,关于对江苏赛区(江苏苏宁俱乐部苏宁易购队主场)违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160930/7637.html
444,足纪字[2016]146号,,,关于对保定英利易通俱乐部运动员张健违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160930/7638.html
445,足纪字[2016]145号,,,关于对宁夏赛区违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7639.html
446,足纪字[2016]144号,,,关于对北京人和足球俱乐部队运动员向汉天违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7640.html
447,足纪字[2016]143号,,,关于对贵州恒丰智诚足球俱乐部队运动员刘滕违规违纪的处罚决定.,http://www.thecfa.cn/cftz/20160923/7641.html
448,足纪字[2016]142号,,,关于对贵州恒丰智诚足球俱乐部队运动员刘浩违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7642.html
449,足纪字[2016]141号,,,关于对武汉卓尔职业足球俱乐部队运动员罗毅违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7643.html
450,足纪字[2016]140号,,,关于对梅州客家足球俱乐部队运动员唐德超违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7645.html
451,足纪字[2016]139号,,,关于对新疆天山雪豹足球俱乐部体彩队运动员童晓星违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7644.html
452,足纪字[2016]138号,,,关于对北京人和足球俱乐部队运动员米西莫维奇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7646.html
453,足纪字[2016]137号,,,关于对贵州赛区违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7647.html
454,足纪字[2016]136号,,,关于对河北华夏幸福足球俱乐部队运动员居吕姆违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7648.html
455,足纪字[2016]135号,,,关于对河北华夏幸福足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7649.html
456,足纪字[2016]134号,,,关于对辽宁足球俱乐部沈阳宏运队官员袁哲违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160923/7650.html
457,足纪字[2016]133号,,,关于对辽宁足球俱乐部沈阳宏运队运动员孙世林违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160919/7651.html
458,足纪字[2016]132号,,,关于对江西赛区(江西联盛俱乐部队主场)违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160914/7652.html
459,足纪字[2016]131号,,,关于对武汉卓尔职业俱乐部队运动员姚翰林违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160914/7653.html
460,足纪字[2016]130号,,,关于对北京人和俱乐部队运动员韩鹏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160914/7654.html
461,足纪字[2016]129号,,,关于对北京人和俱乐部队运动员刘天祺违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160914/7655.html
462,足纪字[2016]128号,,,关于对延边富德俱乐部队运动员尼古拉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160914/7656.html
463,足纪字[2016]127号,,,关于对上海绿地申花俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160914/7657.html
464,足纪字[2016]126号,,,关于对青岛中能俱乐部队运动员王宗哲违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160909/7658.html
465,足纪字[2016]125号,,,关于对梅州客家俱乐部队运动员李博文违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160909/7659.html
466,足纪字[2016]124号,,,关于对包头市南郊俱乐部运动员热斯江·艾则孜违纪违规的处罚决定,http://www.thecfa.cn/cftz/20160909/7660.html
467,足纪字[2016]123号,,,关于对天津权健俱乐部队运动员赵旭日违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160909/7661.html
468,足纪字[2016]122号,,,关于对青岛中能俱乐部队运动员乌多吉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160909/7662.html
469,足纪字[2016]121号,,,关于对贵州恒丰智诚足球俱乐部队官员刘鹏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160909/7663.html
470,足纪字[2016]120号,,,关于对武汉卓尔职业足球俱乐部队运动员奥特森违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160905/7664.html
471,足纪字[2016]119号,,,关于对大连一方足球俱乐部队运动员汪晋贤违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160905/7665.html
472,足纪字[2016]118号,,,关于对北京国安俱乐部国安乐视队运动员张辛昕违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160829/7666.html
473,足纪字[2016]117号,,,关于对河北华夏幸福足球俱乐部运动员热尔维尼奥违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160829/7667.html
474,足纪字[2016]116号,,,关于对武汉卓尔职业足球俱乐部队运动员周燎违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160829/7668.html
475,足纪字[2016]115号,,,关于对运动员毛昊禹违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160829/7669.html
476,足纪字[2016]114号,,,关于对运动员丁博威违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160829/7670.html
477,足纪字[2016]113号,,,关于对运动员郭振泉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160829/7671.html
478,足纪字[2016]112号,,,关于对辽宁俱乐部沈阳宏运队运动员冯伯元违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160819/7672.html
479,足纪字[2016]111号,,,关于对河北华夏幸福俱乐部队运动员高云飞违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160819/7673.html
480,足纪字[2016]110号,,,关于对石家庄永昌俱乐部队运动员许博违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160819/7674.html
481,足纪字[2016]109号,,,关于对浙江毅腾俱乐部队运动员罗德瑞格违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160812/7675.html
482,足纪字[2016]108号,,,关于对长春农商银行队官员刘友违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160812/7676.html
483,足纪字[2016]107号,,,关于对长春农商银行队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160812/7677.html
484,足纪字[2016]108号,,,关于对上海上港集团足球俱乐部运动员李圣龙违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7678.html
485,足纪字[2016]107号,,,关于对天津泰达足球俱乐部运动员赵崇冉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7679.html
486,足纪字[2016]106号,,,关于对杭州绿城足球俱乐部队运动员葛振违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7680.html
487,足纪字[2016]104号,,,关于对青岛队运动员尹德林违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7681.html
488,足纪字[2016]103号,,,关于对青岛队运动员许修齐违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7682.html
489,足纪字[2016]102号,,,关于对青岛队官员刘增敏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7683.html
490,足纪字[2016]101号,,,关于对青岛队官员徐群违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7684.html
491,足纪字[2016]100号,,,关于对青岛队官员申涛违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7685.html
492,足纪字[2016]099号,,,关于对青岛市足球协会官员金剑违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7686.html
493,足纪字[2016]098号,,,关于对青岛市足球协会违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160808/7687.html
494,足纪字[2016]105号,,,关于对天津权健俱乐部队运动员夏宁宁违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160805/7688.html
495,足纪字[2016]097号,,,关于对浙江毅腾俱乐部队运动员李鑫违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160729/7689.html
496,足纪字[2016]096号,,,关于对新疆天山雪豹俱乐部体彩队运动员宋勰违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160729/7690.html
497,足纪字[2016]095号,,,关于对重庆赛区(重庆力帆俱乐部主场)违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160729/7691.html
498,足纪字[2016]094号,,,关于对湖南赛区（湖南湘涛俱乐部华莱队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160720/7692.html
499,足纪字[2016]093号,,,关于对辽宁足球俱乐部沈阳宏运队官员王亮违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160720/7693.html
500,足纪字[2016]092号,,,关于对重庆力帆足球俱乐部队官员卢卡斯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160720/7694.html
501,足纪字[2016]091号,,,关于对上海上港集团足球俱乐部队运动员汪佳捷违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160720/7695.html
502,足纪字[2016]090号,,,关于对上海上港集团足球俱乐部队运动员蔡慧康违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160720/7696.html
503,足纪字[2016]089号,,,关于对江苏苏宁足球俱乐部苏宁易购队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160720/7697.html
504,足纪字[2016]088号,,,关于对上海申鑫足球俱乐部队官员邹忠伟违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160715/7698.html
505,足纪字[2016]087号,,,关于对上海绿地申花足球俱乐部队官员庞斯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160715/7699.html
506,足纪字[2016]086号,,,关于对江苏苏宁足球俱乐部苏宁易购队运动员拉米雷斯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160715/7700.html
507,足纪字[2016]085号,,,关于对河南建业足球俱乐部队运动员张仔儒违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160715/7701.html
508,足纪字[2016]084号,,,关于对河南赛区（河南建业俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160708/7702.html
509,足纪字[2016]083号,,,关于对上海上港集团足球俱乐部队官员科蒂违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160708/7703.html
510,足纪字[2016]082号,,,关于对武汉卓尔职业足球俱乐部队运动员周燎违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160701/7704.html
511,足纪字[2016]081号,,,关于对山东鲁能泰山俱乐部队运动员李微违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160701/7705.html
512,足纪字[2016]080号,,,关于对广州富力足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160701/7706.html
513,足纪字[2016]079号,,,关于对湖南赛区（湖南湘涛俱乐部华莱队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160701/7707.html
514,足纪字[2016]078号,,,关于对浙江毅腾俱乐部队官员林涛违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160701/7708.html
515,足纪字[2016]077号,,,关于对贵州赛区（贵州恒丰智诚足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160701/7709.html
516,足纪字[2016]076号,,,关于对贵州恒丰智诚足球俱乐部队官员李胜违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160624/7710.html
517,足纪字[2016]075号,,,关于对大连超越足球俱乐部队运动员国威违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160624/7712.html
518,足纪字[2016]074号,,,关于对河南建业足球俱乐部队官员王首厅违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160624/7711.html
519,足纪字[2016]073号,,,关于对河南建业足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160624/7713.html
520,足纪字[2016]072号,,,关于对广州恒大淘宝足球俱乐部队官员常卫魏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160624/7715.html
521,足纪字[2016]071号,,,关于对天津泰达足球俱乐部泰达亿利队运动员惠家康违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160624/7714.html
522,足纪字[2016]070号,,,关于对杭州绿城足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160624/7716.html
523,足纪字[2016]069号,,,关于对广州富力足球俱乐部队官员斯托伊科维奇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160624/7717.html
524,足纪字[2016]068号,,,关于对浙江毅腾俱乐部队运动员里亚当休斯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160617/7718.html
525,足纪字[2016]067号,,,关于对上海申鑫俱乐部队运动员姜嘉俊违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160617/7719.html
526,足纪字[2016]066号,,,关于对延边富德足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160617/7720.html
527,足纪字[2016]065号,,,关于对上海赛区（上海上港集团俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160617/7721.html
528,足纪字[2016]064号,,,关于对河南赛区（河南建业足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160617/7722.html
529,足纪字[2016]063号,,,关于对湖南湘涛俱乐部华莱队运动员孙国梁违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160617/7723.html
530,足纪字[2016]062号,,,关于对青岛黄海足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160617/7724.html
531,足纪字[2016]061号,,,关于对青岛中能俱乐部队官员斯坦季奇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160617/7725.html
532,足纪字[2016]060号,,,关于对上海申鑫足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160608/7726.html
533,足纪字[2016]059号,,,关于对河南建业足球俱乐部队运动员牟善韬违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160608/7728.html
534,足纪字[2016]058号,,,关于对上海绿地申花足球俱乐部队运动员徐君违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160608/7727.html
535,足纪字[2016]057号,,,关于对青岛中能足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160608/7729.html
536,足纪字[2016]056号,,,关于对石家庄永昌足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160608/7730.html
537,足纪字[2016]055号,,,关于对武汉卓尔职业足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160527/7732.html
538,足纪字[2016]054号,,,关于对深圳市足球俱乐部佳兆业队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160527/7731.html
539,足纪字[2016]053号,,,关于对北京控股足球俱乐部北控燕京队运动员尼古拉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160527/7733.html
540,足纪字[2016]052号,,,关于对保定市英利易通足球俱乐部运动员刘晓东违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160527/7734.html
541,足纪字[2016]051号,,,关于对辽宁足球俱乐部运动员蒋英浩违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160527/7735.html
542,足纪字[2016]050号,,,关于对武汉赛区（足协杯武汉市宏兴柏润足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160527/7736.html
543,,,,关于对足协杯武汉赛区通报批评的决定,http://www.thecfa.cn/cftz/20160527/7737.html
544,足纪字[2016]049号,,,关于对武汉市宏兴柏润足球俱乐部张震等22名官员、运动员违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160520/7738.html
545,足纪字[2016]048号,,,关于对武汉市宏兴柏润足球俱乐部违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160520/7739.html
546,足纪字[2016]047号,,,关于对延边富德足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160520/7740.html
547,足纪字[2016]046号,,,关于对广州恒大淘宝俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160520/7741.html
548,足纪字[2016]045号,,,关于对河南建业足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160520/7742.html
549,足纪字[2016]044号,,,关于对北京赛区(北京国安俱乐部国安乐视队主场)违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160520/7743.html
550,足纪字[2016]043号,,,关于对重庆力帆俱乐部队运动员刘卫东违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160520/7744.html
551,足纪字[2016]042号,,,关于对浙江毅腾俱乐部队运动员里卡多违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160513/7745.html
552,足纪字[2016]041号,,,关于对江苏苏宁俱乐部苏宁易购队官员博尔代亚努违规违纪的处罚决定,http://www.thecfa.cn/cftz/20160513/7746.html
