id,webdate,title,link,sn,date,league,round,order,team1,team2,field,rsdata,rscontent,rsresult,reason,reason1,basis,baset,baitem,result
153,2018/4/27,关于对新疆足球协会-U17-足球队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180427/22967.html,足纪字[2018]039号,2018年4月19日,,,,上海绿地申花足球俱乐部队,新疆足球协会U17足球队,泸西高原足球训练基地5号场,"根据比赛监督、裁判组的报告,视频及有关单位的书面说明等","当比赛结束时,新疆足球协会U17足球队14号球员帕依组拉、25号球员伊力扎特、18号球员阿布力克木、10号球员伊卜拉伊木、官员排合尔丁在场上不同程度地参与打架,情节恶劣,",严重,"根据比赛监督、裁判组的报告,视频及有关单位的书面说明等,当比赛结束时,新疆足球协会U17足球队14号球员帕依组拉、25号球员伊力扎特、18号球员阿布力克木、10号球员伊卜拉伊木、官员排合尔丁在场上不同程度地参与打架,情节恶劣,造成严重社会影响","足纪字(2018)039号关于对新疆足球协会U17足球队违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月19日,全国青少年男子足协杯赛U17组(预赛)泸西赛区第五轮场序68场,上海绿地申花足球俱乐部队与新疆足球协会U17足球队的比赛在泸西高原足球训练基地5号场举行根据比赛监督、裁判组的报告,视频及有关单位的书面说明等,当比赛结束时,新疆足球协会U17足球队14号球员帕依组拉、25号球员伊力扎特、18号球员阿布力克木、10号球员伊卜拉伊木、官员排合尔丁在场上不同程度地参与打架,情节恶劣,造成严重社会影响。",依据《中国足球协会纪律准则》第五十六条及第一百条之规定作出如下处罚,['《中国足球协会纪律准则》'],"['第五十六条', '第一百条']","对新疆足球协会U17足球队予以通报批评;罚款人民币20万元。上述停赛和罚款应按照《中国足球协会纪律准则》第十七条的规定执行维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行。以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退。"
154,2018/4/27,关于对新疆足球协会-U17-足球队球员帕依组拉、伊力扎特、阿布力克木、伊卜拉伊木、官员排合尔丁违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180427/22966.html,足纪字[2018]038号,2018年4月19日,,,,上海绿地申花足球俱乐部队,新疆足球协会U17足球队,泸西高原足球训练基地5号场,"根据比赛监督、裁判组的报告,视频及有关单位的书面说明等","当比赛结束时,新疆足球协会U17足球队14号球员帕依组拉、25号球员伊力扎特、18号球员阿布力克木、10号球员伊卜拉伊木、官员排合尔丁在场上不同程度地参与了打架,情节恶劣,",严重,"根据比赛监督、裁判组的报告,视频及有关单位的书面说明等当比赛结束时,新疆足球协会U17足球队14号球员帕依组拉、25号球员伊力扎特、18号球员阿布力克木、10号球员伊卜拉伊木、官员排合尔丁在场上不同程度地参与了打架,情节恶劣,造成严重社会影响","足纪字(2018)038号关于对新疆足球协会U17足球队球员帕依组拉、伊力扎特、阿布力克木、伊卜拉伊木、官员排合尔丁违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月19日,全国青少年男子足协杯赛U17组(预赛)泸西赛区第五轮场序68场,上海绿地申花足球俱乐部队与新疆足球协会U17足球队的比赛在泸西高原足球训练基地5号场举行根据比赛监督、裁判组的报告,视频及有关单位的书面说明等当比赛结束时,新疆足球协会U17足球队14号球员帕依组拉、25号球员伊力扎特、18号球员阿布力克木、10号球员伊卜拉伊木、官员排合尔丁在场上不同程度地参与了打架,情节恶劣,造成严重社会影响。","依据《中国足球协会纪律准则》第五十六条及第一百条之规定,作出如下处罚",['《中国足球协会纪律准则》'],"['第五十六条', '第一百条']",、对新疆足球协会U17足球队球员帕依组拉予以停赛9场二、对新疆足球协会U17足球队球员阿布力克木、伊卜拉伊木予以停赛8场;三、对新疆足球协会U17足球队球员伊力扎特予以停赛7场四、禁止新疆足球协会U17足球队官员排合尔丁进入替补席7场
155,2018/4/27,关于对上海绿地申花足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180427/22965.html,足纪字[2018]037号,2018年4月19日,,,,上海绿地申花足球俱乐部队,新疆足球协会U17足球队,泸西高原足球训练基地5号场,"根据比赛监督、裁判组的报告,视频及有关单位的书面说明等","当比赛结東时,上海绿地申花足球俱乐部队16号球员宋润潼、9号球员陈申吉在场上不同程度地参与了打架,同时陈申吉辱骂对方球员,情节恶劣,",严重,"根据比赛监督、裁判组的报告,视频及有关单位的书面说明等,当比赛结東时,上海绿地申花足球俱乐部队16号球员宋润潼、9号球员陈申吉在场上不同程度地参与了打架,同时陈申吉辱骂对方球员,情节恶劣,造成严重社会影响","足纪字(2018)037号关于对上海绿地申花足球俱乐部队违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月19日,全国青少年男子足协杯赛U17组(预赛)泸西赛区第五轮场序68场,上海绿地申花足球俱乐部队与新疆足球协会U17足球队的比赛在泸西高原足球训练基地5号场举行。根据比赛监督、裁判组的报告,视频及有关单位的书面说明等,当比赛结東时,上海绿地申花足球俱乐部队16号球员宋润潼、9号球员陈申吉在场上不同程度地参与了打架,同时陈申吉辱骂对方球员,情节恶劣,造成严重社会影响。","依据《中国足球协会纪律准则》五十六条及第一百条之规定,作出如下处罚",['《中国足球协会纪律准则》'],['第一百条'],"对上海绿地申花足球俱乐部队予以通报批评罚款人民币10万元。上述停赛和罚款应按照《中国足球协会纪律准则》第十七条的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境。国足球协会纪律委任:王个平2018年4月27日"
156,2018/4/27,关于对上海绿地申花足球俱乐部队球员宋润潼、陈申吉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180427/22964.html,足纪字[2018]036号,2018年4月19日,,,,上海绿地申花足球俱乐部队,新疆足球协会U17足球队,泸西高原足球训练基地5号场,"根据比赛监督、裁判组的报告,视频及有关单位的书面说明等","当比赛结束时,上海绿地申花足球俱乐部队16号球员宋润潼、9号球员陈申吉在场上不同程度地参与了打架,同时陈申吉辱骂对方球员情节恶劣,",严重,"根据比赛监督、裁判组的报告,视频及有关单位的书面说明等,当比赛结束时,上海绿地申花足球俱乐部队16号球员宋润潼、9号球员陈申吉在场上不同程度地参与了打架,同时陈申吉辱骂对方球员情节恶劣,造成严重社会影响","足纪字(2018)036号关于对上海绿地申花足球俱乐部队球员宋润潼、陈申吉违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月19日,全国青少年男子足协杯赛U17组(预赛)泸西赛区第五轮场序68场,上海绿地申花足球俱乐部队与新疆足球协会U17足球队的比赛在泸西高原足球训练基地5号场举行根据比赛监督、裁判组的报告,视频及有关单位的书面说明等,当比赛结束时,上海绿地申花足球俱乐部队16号球员宋润潼、9号球员陈申吉在场上不同程度地参与了打架,同时陈申吉辱骂对方球员情节恶劣,造成严重社会影响。","依据《中国足球协会纪律准则》第五十四条、五十六条及第一百条之规定,作出如下处罚",['《中国足球协会纪律准则》'],"['第五十四条', '第一百条']","对上海绿地申花足球俱乐部队球员宋润潼予以停赛9场二、对上海绿地申花足球俱乐部队球员陈申吉予以停赛8场。上述停赛和罚款应按照《中国足球协会关于违规违纪的停赛执行细则》的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退。中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境。中国足球协会纪律委员会任:王小平2018年4月27日"
157,2018/4/27,关于对大连超越足球俱乐部队官员邹鹏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180427/22963.html,足纪字[2018]035号,2018年4月21日,中国足球协会甲级联赛,七,56,内蒙古中优足球俱乐部呼和浩特足球队,大连超越足球俱乐部队,呼和浩特市呼和浩特体育场,根据比赛监督、裁判员的报告及当事人的书面说明等,",当比赛进行到第86分钟时,大连超越足球俱乐部队官员邹鹏辱骂对方替补席人员,",不良,"根据比赛监督、裁判员的报告及当事人的书面说明等,当比赛进行到第86分钟时,大连超越足球俱乐部队官员邹鹏辱骂对方替补席人员,造成不良社会影响","足纪字(2018)035号关于对大连超越足球俱乐部队官员邹鹏违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月21日,中国足球协会甲级联赛第七轮场序56场,内蒙古中优足球俱乐部呼和浩特足球队与大连超越足球俱乐部队的比赛在呼和浩特市呼和浩特体育场举行。根据比赛监督、裁判员的报告及当事人的书面说明等,当比赛进行到第86分钟时,大连超越足球俱乐部队官员邹鹏辱骂对方替补席人员,造成不良社会影响。",依据《中国足球协会纪律准则》第五十四条之规定,['《中国足球协会纪律准则》'],['第五十四条'],",作出如下处禁止大连超越足球俱乐部队官员邹鹏进入替补席5场二、罚款人民币3.5万元。上述停赛和罚款应按照《中国足球协会关于违规违纪的停赛执行细则》、《中国足球协会纪律准则》第十七条的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行。以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境。中国足球协会纪律委员→任:王小平2018年4月27日"
158,2018/4/19,关于在中国足协管辖范围内的正式比赛中执行浙足字〔2018〕18号文件的处理决定,http://www.thecfa.cn/cftz/20180419/22951.html,,2015年7月18日,,,,,,"球队撤离赛场时,由于赛区对客队球员从休息室到球队车辆路途中的隔离方案不严密,存在明显隐患,造成一名观众近距离接近并辱骂一名客队球员,引发冲突,造成了不良社会影响在此,中国足协对辽宁盘锦赛区提出通报批评。近来,部分赛区对球迷的一些不文明",根据比赛监督、裁判员的报告及当事人的书面说明等,",当比赛进行到第86分钟时,大连超越足球俱乐部队官员邹鹏辱骂对方替补席人员,",不良,"根据比赛监督、裁判员的报告及当事人的书面说明等,当比赛进行到第86分钟时,大连超越足球俱乐部队官员邹鹏辱骂对方替补席人员,造成不良社会影响","足球字(2015)350号关于对中超辽宁盘锦赛区通报批评的决定各中超、中甲、中乙联赛赛区及参赛俱乐部:2015年7月18日,中超联赛第20轮辽宁盘锦宏运队与广州恒大淘宝队的比赛结東后,在球队撤离赛场时,由于赛区对客队球员从休息室到球队车辆路途中的隔离方案不严密,存在明显隐患,造成一名观众近距离接近并辱骂一名客队球员,引发冲突,造成了不良社会影响在此,中国足协对辽宁盘锦赛区提出通报批评。近来,部分赛区对球迷的一些不文明行为管理不严,导致比赛秩序受到严重干扰,破坏了公正、文明的赛场氛围希望各赛区高度重视赛场不文明行为的危害性,防微杜渐,防患于未然,加强监控,及时发现问题并依法处置,维护好中国职业足球赛场的良好秩序,为广大人民群众参与文化体育活动创造良好环境。书是5线了",,,,
159,2018/4/19,关于对河北保定赛区（保定英利易通俱乐部容大队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180419/22950.html,足纪字[2018]033号,2018年4月10日,中国足球协会足协杯赛,三,39,保定英利易通足球俱乐部容大队,辽宁足球俱乐部沈阳宏运队,保定市河北大学体育场,根据比赛监督报告及有关单位的书面说明等,",因赛区管理不善,工作不利,影响了中国足协杯赛的竞赛组织工作",,"根据比赛监督报告及有关单位的书面说明等,因赛区管理不善,工作不利,影响了中国足协杯赛的竞赛组织工作","足纪字(2018)033号关于对河北保定赛区(保定英利易通足球俱乐部容大队主场)违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月10日,中国足球协会足协杯赛第三轮场序39场,保定英利易通足球俱乐部容大队与辽宁足球俱乐部沈阳宏运队的比赛在保定市河北大学体育场举行根据比赛监督报告及有关单位的书面说明等,因赛区管理不善,工作不利,影响了中国足协杯赛的竞赛组织工作","依据《中国足球协会纪律准则》第八十六条之规定,作出如下处罚",['《中国足球协会纪律准则》'],['第八十六条'],"对河北保定赛区(保定英利易通足球俱乐部容大队主场)予以警告。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退。中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境。中国足球协会纪律委员会任:王小平2018年4月19"
160,2018/4/19,关于对北京控股足球俱乐部队官员程晓鹏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180419/22949.html,足纪字[2018]032号,2018年4月13日,中国足球协会全国青少年男子足球超级联赛,二,10,大连超越足球俱乐部U19队,北京控股足球俱乐部U19队,大连市体育中心外场,"根据比赛监督、裁判员的报告,视频及当事人的书面说明等","进行到第62分钟,北京控股足球俱乐部U19队官员程晓鹏因对裁判员判罚不满,将矿泉水瓶踢入场内,干扰比赛,",不良,"根据比赛监督、裁判员的报告,视频及当事人的书面说明等,当比赛进行到第62分钟,北京控股足球俱乐部U19队官员程晓鹏因对裁判员判罚不满,将矿泉水瓶踢入场内,干扰比赛,造成不良影响","足纪字(2018)032号关于对北京控股足球俱乐部队官员程晓鹏违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月13日,中国足球协会全国青少年男子足球超级联赛(U19B组)第二轮场序10场,大连超越足球俱乐部U19队与北京控股足球俱乐部U19队的比赛在大连市体育中心外场举行。根据比赛监督、裁判员的报告,视频及当事人的书面说明等,当比赛进行到第62分钟,北京控股足球俱乐部U19队官员程晓鹏因对裁判员判罚不满,将矿泉水瓶踢入场内,干扰比赛,造成不良影响。","依据《中国足球协会纪律准则》第五十五条及第一百条之规定,作出如下处罚",['《中国足球协会纪律准则》'],"['第五十五条', '第一百条']","禁止北京控股足球俱乐部U19队官员程晓鹏进入替补席2场二、罚款人民币1万元。上述停赛和罚款应按照《中国足球协会关于违规违纪的停赛执行细则》、《中国足球协会纪律准则》第十七条的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退。中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境。中国足球协会纪律委员会任:王小平2018年4月19日"
161,2018/4/19,关于对延边富德足球俱乐部队球员古兹米奇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180419/22948.html,足纪字[2018]031号,2018年4月15日,中国足球协会甲级联赛,六,44,浙江毅腾足球俱乐部队,延边富德足球俱乐部队,浙江绍兴轻纺城体育中心,"根据比赛监督、裁判组的报告,视频及当事人的听证说明等","进行到第48分钟时,延边富德足球俱乐部队26号球员古兹米奇在拼抢过程中,故意用脚踩踏对方已倒地球员面部,情节特别恶劣,",严重,"根据比赛监督、裁判组的报告,视频及当事人的听证说明等,当比赛进行到第48分钟时,延边富德足球俱乐部队26号球员古兹米奇在拼抢过程中,故意用脚踩踏对方已倒地球员面部,情节特别恶劣,造成严重社会影响","足纪字(2018)031号关于对延边富德足球俱乐部队球员古兹米奇违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月15日,中国足球协会甲级联赛第六轮场序44场,浙江毅腾足球俱乐部队与延边富德足球俱乐部队的比赛在浙江绍兴轻纺城体育中心举行。根据比赛监督、裁判组的报告,视频及当事人的听证说明等,当比赛进行到第48分钟时,延边富德足球俱乐部队26号球员古兹米奇在拼抢过程中,故意用脚踩踏对方已倒地球员面部,情节特别恶劣,造成严重社会影响。",依据《中国足球协会纪律准则》第五十四条及第四十九条之规定作出如下处罚,['《中国足球协会纪律准则》'],"['第五十四条', '第四十九条']","对延边富德足球俱乐部队球员古兹米奇予以停赛10场罚款人民币7万元。上述停赛和罚款应按照《中国足球协会关于违规违纪的停赛执行细则》、《中国足球协会纪律准则》第十七条的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行。以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境。中国足球协会纪律委员会任:王小平2018年4月19日"
162,2018/4/12,关于对青岛赛区（青岛黄海足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180412/22929.html,足纪字[2018]030号,2018年4月8日,中国足球协会甲级联赛,五,35,青岛黄海足球俱乐部队,辽宁足球俱乐部沈阳宏运队,青岛市体育中心体育场,根据比赛监督报告及视频、图片等,",当比赛结束后,少数观众向场内投掷杂物,",不良,"根据比赛监督报告及视频、图片等,当比赛结束后,少数观众向场内投掷杂物,造成不良社会影响","足纪字(2018)030号关于对青岛赛区(青岛黄海足球俱乐部队主场)违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月8日,中国足球协会甲级联赛第五轮场序35场,青岛黄海足球俱乐部队与辽宁足球俱乐部沈阳宏运队的比赛在青岛市体育中心体育场举行。根据比赛监督报告及视频、图片等,当比赛结束后,少数观众向场内投掷杂物,造成不良社会影响","依据《中国足球协会纪律准则》第八十二条之规定,作出如下处罚",['《中国足球协会纪律准则》'],['第八十二条'],"对青岛赛区(青岛黄海足球俱乐部队主场)予以通报批评。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行。以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退。中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境。中国足球协会纪律委员会任:王小平2018年4月12日"
163,2018/4/12,关于对青岛黄海足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180412/22928.html,足纪字[2018]029号,2018年4月8日,中国足球协会甲级联赛,五,35,青岛黄海足球俱乐部队,辽宁足球俱乐部沈阳宏运队,青岛市体育中心体育场,根据比赛监督、裁判员的报告及视频等,",在比赛进行中和结束后青岛黄海足球俱乐部队管理不善,多名球员、官员多次引起赛场泥乱,情节严重,",不良,"根据比赛监督、裁判员的报告及视频等,在比赛进行中和结束后青岛黄海足球俱乐部队管理不善,多名球员、官员多次引起赛场泥乱,情节严重,造成不良社会影响","足纪字(2018)029号关于对青岛黄海足球俱乐部队违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月8日,中国足球协会甲级联赛第五轮场序35场,青岛黄海足球俱乐部队与辽宁足球俱乐部沈阳宏运队的比赛在青岛市体育中心体育场举行。根据比赛监督、裁判员的报告及视频等,在比赛进行中和结束后青岛黄海足球俱乐部队管理不善,多名球员、官员多次引起赛场泥乱,情节严重,造成不良社会影响。",依据《中国足球协会纪律准则》第五十八条之规定,['《中国足球协会纪律准则》'],['第五十八条'],",作出如下处、对青岛黄海足球俱乐部队予以通报批评;二、罚款人民币15万元上述罚款应按照《中国足球协会纪律准则》第十七条的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求必须严格践行。以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退。中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境中国足球协会纪律委员会任:王小平2018年4月12日"
164,2018/4/12,关于对辽宁足球俱乐部沈阳宏运队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180412/22927.html,足纪字[2018]028号,2018年4月8日,中国足球协会甲级联赛,五,35,青岛黄海足球俱乐部队,辽宁足球俱乐部沈阳宏运队,青岛市体育中心体育场,根据比赛监督、裁判员的报告及视频等,",在比赛进行中和结束后,辽宁足球俱乐部沈阳宏运队管理不善,多名球员、官员多次引起赛场混乱,情节严重,",不良,"根据比赛监督、裁判员的报告及视频等,在比赛进行中和结束后,辽宁足球俱乐部沈阳宏运队管理不善,多名球员、官员多次引起赛场混乱,情节严重,造成不良社会影响","足纪字(2018)028号关于对辽宁足球俱乐部沈阳宏运队违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月8日,中国足球协会甲级联赛第五轮场序35场,青岛黄海足球俱乐部队与辽宁足球俱乐部沈阳宏运队的比赛在青岛市体育中心体育场举行根据比赛监督、裁判员的报告及视频等,在比赛进行中和结束后,辽宁足球俱乐部沈阳宏运队管理不善,多名球员、官员多次引起赛场混乱,情节严重,造成不良社会影响","依据《中国足球协会纪律准则》第五十八条之规定,作出如下处罚",['《中国足球协会纪律准则》'],['第五十八条'],"对辽宁足球俱乐部沈阳宏运队予以通报批评二、罚款人民币15万元。上述罚款应按照《中国足球协会纪律准则》第十七条的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退。中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境中国足球协会纪律委员会任:王小平2018年4月12日"
165,2018/4/12,关于对辽宁足球俱乐部沈阳宏运队球员冯伯元违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180412/22926.html,足纪字[2018]027号,2018年4月8日,中国足球协会甲级联赛,五,35,青岛黄海足球俱乐部队,辽宁足球俱乐部沈阳宏运队,青岛市体育中心体育场,"根据比赛监督的报告,视频及当事人的书面说明等","进行到90+5分钟时,辽宁足球俱乐部沈阳宏运队球员冯伯元辱骂观众,并用脚蹬踹替补席,",不良,"根据比赛监督的报告,视频及当事人的书面说明等,当比赛进行到90+5分钟时,辽宁足球俱乐部沈阳宏运队球员冯伯元辱骂观众,并用脚蹬踹替补席,造成不良社会影响","足纪字(2018)027号关于对辽宁足球俱乐部沈阳宏运队球员冯伯元违规违纪的处罚决定各赛区委员会、各足球俱乐部2018年4月8日,中国足球协会甲级联赛第五轮场序35场,青岛黄海足球俱乐部队与辽宁足球俱乐部沈阳宏运队的比赛在青岛市体育中心体育场举行。根据比赛监督的报告,视频及当事人的书面说明等,当比赛进行到90+5分钟时,辽宁足球俱乐部沈阳宏运队球员冯伯元辱骂观众,并用脚蹬踹替补席,造成不良社会影响。","依据《中国足球协会纪律准则》第五十四条及第一百零四条之规定,作出如下处罚",['《中国足球协会纪律准则》'],"['第五十四条', '第一百零四条']","对辽宁足球俱乐部沈阳宏运队球员冯伯元予以停赛5场、罚款人民币3.5万元。上述停赛和罚款应按照《中国足球协会关于违规违纪的停赛执行细则》、《中国足球协会纪律准则》第十七条的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行。以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退。中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境。中国足球协会纪律委员会任:王小平2018年4月12日"
166,2018/4/12,关于对辽宁足球俱乐部沈阳宏运队官员袁哲违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180412/22925.html,足纪字[2018]026号,2018年4月8日,中国足球协会甲级联赛,五,35,青岛黄海足球俱乐部队,辽守足球俱乐部沈阳宏运队,青岛市体育中心体育场,"根据比赛监督、裁判员的报告,视频及当事人的书面说明等","结束后,辽宁足球俱乐部沈阳宏运队官员袁哲进入场内,指责、辱骂裁判员,情节严重,",不良,"根据比赛监督、裁判员的报告,视频及当事人的书面说明等,当比赛结束后,辽宁足球俱乐部沈阳宏运队官员袁哲进入场内,指责、辱骂裁判员,情节严重,造成不良社会影响","足纪字(2018)026号关于对辽宁足球俱乐部沈阳宏运队官员袁哲违规违纪的处罚决定各赛区委员会、各足球俱乐部:2018年4月8日,中国足球协会甲级联赛第五轮场序35场,青岛黄海足球俱乐部队与辽守足球俱乐部沈阳宏运队的比赛在青岛市体育中心体育场举行。根据比赛监督、裁判员的报告,视频及当事人的书面说明等,当比赛结束后,辽宁足球俱乐部沈阳宏运队官员袁哲进入场内,指责、辱骂裁判员,情节严重,造成不良社会影响。","依据《中国足球协会纪律准则》第五十四条、第四十七条及第十九条之规定,作出如下处罚",['《中国足球协会纪律准则》'],"['第五十四条', '第四十七条', '第十九条']",":禁止辽守足球俱乐部沈阳宏运队官员袁哲进入替补席7场;二、罚款人民币49万元。上述停赛和罚款应按照《中国足球协会关于违规违纪的停赛执行细则》、《中国足球协会纪律准则》第十七条的规定执行。维护公平竞赛,充分发挥和全面实现足球的教育功能与社会价值是中国足球发展的宗旨及理念。尊重规则、尊重比赛、尊重裁判、尊重球迷、尊重对手、尊重自身是足球运动本身对所有参与者的要求,必须严格践行。以牺牲足球秩序与破坏足球规则赢得的胜利是足球事业的倒退中国足球协会必严惩各类违规违纪行为,望各俱乐部、官员、球员及其他参与者共同维护比赛秩序和来之不易的足球发展环境中国足球协会纪律委员会任:王小平2018年4月12日"
