id,webdate,title,link,sn,date,league,round,order,team1,team2,field,rsdata,rscontent,rsresult,reason,reason1,basis,baset,baitem,result
705,2015/4/10,关于对保定英利易通运动员唐宇航违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150410/7901.html,足纪字[2015]022号,,,,,,,年龄造假,,"核查与认定,保定英利易通足球俱乐部运动员唐字航存在年龄造假行为",,"核查与认定,保定英利易通足球俱乐部运动员唐字航存在年龄造假行为","中国足球协会足纪字[2015]022号关于对保定英利易通足球俱乐部运动员唐宇航违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,保定英利易通足球俱乐部运动员唐字航存在年龄造假行为","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],"停止保定英利易通足球俱乐部运动员唐宇航参加2015年中国足球协会举办的比赛1个月,禁赛时间从2015年3月31日至2015年4月30日。望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行中国足球协会纪律委员会主任:王小平2015年4月7"
706,2015/4/10,关于对保定英利易通运动员张正淳违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150410/7900.html,足纪字[2015]021号,,,,,,,年龄造假,,"核查与认定,保定英利易通足球俱乐部运动员张正淳存在年龄造假行为",,"核查与认定,保定英利易通足球俱乐部运动员张正淳存在年龄造假行为","中国足球协会足纪字[2015]021号关于对保定英利易通足球俱乐部运动员张正淳违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,保定英利易通足球俱乐部运动员张正淳存在年龄造假行为","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],":停止保定英利易通足球俱乐部运动员张正淳参加2015年中国足球协会举办的比赛1个月,禁赛时间从2015年3月31日至2015年4月30日。望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行中国足球协会纪律委员会主任:王小平2015年4月7日"
707,2015/4/10,关于对保定英利易通运动员孟凡敏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150410/7902.html,足纪字[2015]020号,,,,,,,年龄造假,,"核查与认定,保定英利易通足球俱乐部运动员孟凡敏存在年龄造假行为",,"核查与认定,保定英利易通足球俱乐部运动员孟凡敏存在年龄造假行为","中国足球协会足纪字[2015]020号关于对保定英利易通足球俱乐部运动员孟凡敏违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,保定英利易通足球俱乐部运动员孟凡敏存在年龄造假行为。","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],":停止保定英利易通足球俱乐部运动员孟凡敏参加2015年中国足球协会举办的比赛1个月,禁赛时间从2015年3月31日至2015年4月30日。望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气,杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行中国足球协会纪律委员会主任:王小平2015年4月7日"
708,2015/4/10,关于对保定英利易通运动员赵斌违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150410/7903.html,足纪字[2015]019号,,,,,,,年龄造假,,"核查与认定,保定英利易通足球俱乐部运动员赵斌存在年龄造假行为",,"核查与认定,保定英利易通足球俱乐部运动员赵斌存在年龄造假行为","中国足球协会足纪字[2015]019号关于对保定英利易通足球俱乐部运动员赵斌违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,保定英利易通足球俱乐部运动员赵斌存在年龄造假行为","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],"停止保定英利易通足球俱乐部运动员赵斌参加2015年中国足球协会举办的比赛1个月,禁赛时间从2015年3月31日至2015年4月30日望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行中国足球协会纪律委员会主任:王小平2015年4月7日"
709,2015/4/2,关于对山东鲁能运动员戴琳违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150402/7904.html,足纪字[2015]018号,2015年3月22日,中国足球协会超级联赛,,"3轮,山东鲁能泰山足球俱乐部队与江苏国信舜天足球俱乐部队的比赛在济南体中心体育",,,济南体中心体育场,根据比赛照片、俱乐部书面说明及当事人陈述等,",在比赛上半场结東时,山东鲁能泰山足球俱乐部队运动员戴琳在返回替补席过程中做岀侮辱性手势,",不良,"根据比赛照片、俱乐部书面说明及当事人陈述等,在比赛上半场结東时,山东鲁能泰山足球俱乐部队运动员戴琳在返回替补席过程中做岀侮辱性手势,造成不良社会影响","足纪字[2015]018号关于对山东鲁能泰山足球俱乐部队运动员戴琳违规违纪的处罚决定各赛区委员会、各足球俱乐部2015年3月22日,2015中国足球协会超级联赛第3轮,山东鲁能泰山足球俱乐部队与江苏国信舜天足球俱乐部队的比赛在济南体中心体育场进行。根据比赛照片、俱乐部书面说明及当事人陈述等,在比赛上半场结東时,山东鲁能泰山足球俱乐部队运动员戴琳在返回替补席过程中做岀侮辱性手势,造成不良社会影响。","依据《中国足球协会纪律准则》第55条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第55条'],"、停止山东鲁能泰山足球俱乐部队运动员戴琳参加中国足球材会超级联赛的比赛四场。二、罚款人民币20000元。上述罚款应按照《中国足球协会纪律准则》第十七条规定执行望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气自觉维护赛场秩序,杜绝发生各类违规违纪行为,确保本年度联赛顺利有序进行中国足球协会纪律委员会任:王小平2015年3月2"
710,2015/4/2,关于对广州恒大运动员温浩军违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150402/7905.html,足纪字[2015]017号,2015年3月23日,,,,,,佛山市里水基地体育场,根据裁判员、比赛监督报告及当事人说明等,",比赛结束后,广州恒大淘宝足球俱乐部队43号运动员温浩军与长春亚泰足球俱乐部队18号运动员周大地互相殴打,",不良,"根据裁判员、比赛监督报告及当事人说明等,比赛结束后,广州恒大淘宝足球俱乐部队43号运动员温浩军与长春亚泰足球俱乐部队18号运动员周大地互相殴打,造成不良社会影响","足纪字[2015]017号关于对广州恒大淘宝足球俱乐部队运动员温浩军违规违纪的处罚决定各赛区委员会、各足球俱乐部:2015年3月23日,中超俱乐部预备队联赛第三轮,广州恒大淘宝足球俱乐部队与长春亚泰足球俱乐部队的比赛在佛山市里水基地体育场举行根据裁判员、比赛监督报告及当事人说明等,比赛结束后,广州恒大淘宝足球俱乐部队43号运动员温浩军与长春亚泰足球俱乐部队18号运动员周大地互相殴打,造成不良社会影响。","依据《中国足球协会纪律准则》第56条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第56条'],"停止广州恒大淘宝足球俱乐部队43号运动员温浩军参加中超俱乐部预备队联赛比赛6场;二、罚款人民币30000元。上述罚款应按照《中国足球协会纪律准则》第17条规定执行。望各俱乐部从维护中国足球形象的角度出发,切实加强对运动员官员的管理教育,坚守道德底线,不断提高规则意识、自律意识、法律意识,以此为戒,弘扬足球正气,确保2015年中国足协举办的各级赛事顺利有序进行。中国足球协会纪律委员会主任:王小平"
711,2015/4/2,关于对长春亚泰运动员周大地违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150402/7906.html,足纪字[2015]016号,2015年3月23日,,,,,,佛山市里水基地体育场,根据裁判员、比赛监督报告及当事人说明等,",比赛结束后,广州恒大淘宝足球俱乐部队43号运动员温浩军与长春亚泰足球俱乐部队18号运动员周大地互相殴打,",不良,"根据裁判员、比赛监督报告及当事人说明等,比赛结束后,广州恒大淘宝足球俱乐部队43号运动员温浩军与长春亚泰足球俱乐部队18号运动员周大地互相殴打,造成不良社会影响","足纪字[2015]016号关于对长春亚泰足球俱乐部队运动员周大地违规违纪的处罚决定各赛区委员会、各足球俱乐部2015年3月23日,中超俱乐部预备队联赛第三轮,广州恒大淘宝足球俱乐部队与长春亚泰足球俱乐部队的比赛在佛山市里水基地体育场举行。根据裁判员、比赛监督报告及当事人说明等,比赛结束后,广州恒大淘宝足球俱乐部队43号运动员温浩军与长春亚泰足球俱乐部队18号运动员周大地互相殴打,造成不良社会影响。","依据《中国足球协会纪律准则》第56条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第56条'],"停止长春亚泰足球俱乐部队18号运动员周大地参加中超俱乐部预备队联赛比赛6场二、罚款人民币3000元。上述罚款应按照《中国足球协会纪律准则》第17条规定执行。望各俱乐部从维护中国足球形象的角度出发,切实加强对运动员官员的管理教育,坚守道徳底线,不断提高规则意识、自律意识、法律意识,以此为戒,弘扬足球正气,确保2015年中国足协举办的各级赛事顺利有序进行。中国足球协会纪律委员会主任:王小平"
712,2015/4/2,关于对广州恒大运动员胡睿宝违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150402/7907.html,,,,,,,,姓名和年龄造假,,"核查与认定,广州恒大淘宝足球俱乐部运动员胡睿宝存在姓名和年龄造假行为",,"核查与认定,广州恒大淘宝足球俱乐部运动员胡睿宝存在姓名和年龄造假行为","足纪字(2015)015关于对广州恒大淘宝足球俱乐部运动员胡睿宝违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及乐部进行核查与认定,广州恒大淘宝足球俱乐部运动员胡睿宝存在姓名和年龄造假行为","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],"停止广州恒大淘宝足球俱乐部运动员胡睿宝参加2015年中国足球协会举办的比赛3个月,禁赛时间从2015年3月11日至2015年6月10日。望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行。中国足球协会纪律委员会主任:王小平2015年3月24日"
713,2015/3/20,关于对南京钱宝运动员班勇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150320/7908.html,足纪字[2015]013号,,,,,,,年龄造假,,"核查与认定,南京钱宝足球俱乐部运动员班勇存在年龄造假行为",,"核查与认定,南京钱宝足球俱乐部运动员班勇存在年龄造假行为","足纪字(2015)013号关于对南京钱宝足球俱乐部运动员班勇违规违纪的处罚决定各赛区委员会、各足球俱乐部:根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,南京钱宝足球俱乐部运动员班勇存在年龄造假行为","依据《中国足球协会纪律准则》第65条之规定,做岀如下处罚",['《中国足球协会纪律准则》'],['第65条'],":停止南京钱宝足球俱乐部运动员班勇参加2015年中国足球协会举办的比赛2个月,禁赛时间从2015年3月16日至2015年5月15望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气,杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行。中国足球协会纪律委员会主任:王小平2015年3月17日"
714,2015/3/20,关于对长春亚泰运动员刘骐鸣违规违纪的处罚通知,http://www.thecfa.cn/cftz/20150320/7909.html,足纪字[2015]014号,,,,,,,姓名和年龄造假,,"核查与认定,长春亚泰足球俱乐部运动员刘骐鸣存在姓名和年龄造假行为",,"核查与认定,长春亚泰足球俱乐部运动员刘骐鸣存在姓名和年龄造假行为","足纪字(2015)014号关于对长春亚泰足球俱乐部运动员刘骐鸣违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,长春亚泰足球俱乐部运动员刘骐鸣存在姓名和年龄造假行为。","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],":停止长春亚泰足球俱乐部运动员刘骐鸣参加2015年中国足球协会举办的比赛2个月,禁赛时间从2015年3月10日至2015年5月9日望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气,杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行。中国足球协会纪律委员会主任:王小平2015年3月18日"
715,2015/3/20,关于对青岛中能教练李双林违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150320/7910.html,足纪字[2015]007号,2015年2月15日,,,,,,广西梧州,根据赛事组委会的报告、当事人陈述等,",2月15日晩,青岛中能队与广州恒大队运动员因生活居住问題产生纠纷,在此过程中岛中能足球俱乐部U13队主教练李双林追打广州恒大队几名运动员",恶劣,"根据赛事组委会的报告、当事人陈述等,2月15日晩,青岛中能队与广州恒大队运动员因生活居住问題产生纠纷,在此过程中岛中能足球俱乐部U13队主教练李双林追打广州恒大队几名运动员造成恶劣社会影响","足纪字[2015]007号关于对青岛中能足球俱乐部教练李双林违规违纪的处罚决定各赛区委员会、各足球俱乐部2015年2月15日,全国青少年男子足球锦标赛U13年龄段的比赛在广西梧州举行。根据赛事组委会的报告、当事人陈述等,2月15日晩,青岛中能队与广州恒大队运动员因生活居住问題产生纠纷,在此过程中岛中能足球俱乐部U13队主教练李双林追打广州恒大队几名运动员造成恶劣社会影响。","依据2014《中国足球协会纪律准则》第55条、第97条、第12条之规定,做出如下处罚",['《中国足球协会纪律准则》'],"['第55条', '第97条', '第12条']","禁止青岛中能足球俱乐部教练李双林从事任何与足球有关的活动36个月(自2015年2月16日至2018年2月15日止)。望各俱乐部从维护中国足球形象的角度出发,切实加强对运动员、官员的管理教育,坚守道徳底线,不断提高规则意识、自律意识法律意识,以此为戒,弘扬足球正气,确保中国足协举办的各级赛事顺利有序进行。中国足球协会纪律委员会主任:王小平"
716,2015/3/20,关于对辽宁俱乐部运动员孙世林违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150320/7911.html,足纪字[2015]008号,,,,,,,年龄造假,,"核查与认定,辽宁足球俱乐部运动员孙世林存在年龄造假行为",,"核查与认定,辽宁足球俱乐部运动员孙世林存在年龄造假行为","足纪字(2015)008号关于对辽宁足球俱乐部运动员孙世林违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,辽宁足球俱乐部运动员孙世林存在年龄造假行为。","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],"停止辽宁足球俱乐部运动员孙世林参加2015年中国足球协会举办的比赛3个月,禁赛时间从2015年2月28日至2015年5月27日。望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气,杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行。中国足球协会纪律委员会主任:王小平2015年3月13日"
717,2015/3/20,关于对重庆力帆运动员吴鹏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150320/7912.html,足纪字[2015]009号,,,,,,,年龄造假,,"核查与认定,重庆力帆足球俱乐部运动员吴鹏存在年龄造假行为",,"核查与认定,重庆力帆足球俱乐部运动员吴鹏存在年龄造假行为","足纪字(2015)009号关于对重庆力帆足球俱乐部运动员吴鹏违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,重庆力帆足球俱乐部运动员吴鹏存在年龄造假行为。","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],"停止重庆力帆足球俱乐部运动员吴鹏参加2015年中国足球协会举办的比赛2个月,禁赛时间从2015年2月28日至2015年4月27望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行。中国足球协会纪律委员会主任:王小平"
718,2015/3/20,关于对运动员黄洁违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150320/7913.html,足纪字[2015]010号,,,,,,,年龄造假,,"核查与认定,运动员黄洁存在年龄造假行为",,"核查与认定,运动员黄洁存在年龄造假行为","足纪字(2015)010号关于对运动员黄洁违规违纪的处罚决定各赛区委员会、各足球俱乐部:根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,运动员黄洁存在年龄造假行为。","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],":停止运动员黄洁参加2015年中国足球协会举办的比赛3个月禁赛时间从2015年2月28日至2015年5月27日。望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气,杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行中国足球协会纪律委员会主任:王小平2015年3月13日"
719,2015/3/20,关于对上海申鑫运动员李新宇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150320/7914.html,,,,,,,,身份和年龄造假,,"核查与认定,上海申鑫足球俱乐部运动员李新宇存在身份和年龄造假行为",,"核查与认定,上海申鑫足球俱乐部运动员李新宇存在身份和年龄造假行为","足纪字(2015)011关于对上海申鑫足球俱乐部运动员李新宇违规违纪的处罚决定各赛区委员会、各足球俱乐部:根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及乐部进行核查与认定,上海申鑫足球俱乐部运动员李新宇存在身份和年龄造假行为。","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],"停止上海申鑫足球俱乐部运动员李新宇参加2015年中国足球协会举办的比赛7个月,禁赛时间从2015年2月28日至2015年9月望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行。中国足球协会纪律委员会主任:王小平2015年3月13日"
720,2015/3/20,关于对运动员陈曾太郎违规违纪的处罚决定,http://www.thecfa.cn/cftz/20150320/7915.html,足纪字[2015]012号,,,,,,,身份和年龄造假,,"核查与认定,运动员陈曾太郎存在身份和年龄造假行为",,"核查与认定,运动员陈曾太郎存在身份和年龄造假行为","足纪字(2015)012号关于对运动员陈曾太郎违规违纪的处罚决定各赛区委员会、各足球俱乐部根据中国足协竞赛部注册办2015赛季注册期间收到有关俱乐部提交的注册信息及情况说明,经中国足协纪律委员会对相关球员及俱乐部进行核查与认定,运动员陈曾太郎存在身份和年龄造假行为","依据《中国足球协会纪律准则》第65条之规定,做出如下处罚",['《中国足球协会纪律准则》'],['第65条'],"停止运动员陈曾太郎参加中国足球协会举办的比赛1年,禁赛时间从2015年2月28日至2016年2月27日。望各俱乐部切实加强对运动员、官员的管理教育,净化赛场风气,杜绝发生各类违规违纪行为,确保本年度比赛顺利有序进行。中国足球协会纪律委员会主任:王小平2015年3月13日"
721,2014/10/26,关于对上海绿地刘佳燊违规违纪的处罚决定,http://www.thecfa.cn/cftz/20141026/7916.html,足纪字[2014]078号,2014年10月19日,,,,江苏舜天足球俱乐部国信舜天队,上海绿地足球俱乐部绿地申花队,"南京奥体中心体育场进根据裁判员、比赛监督的报告,当比赛",,"到第80分钟时,上海绿地足球俱乐部绿地申花队23号运动员刘佳燊指责辱骂裁判员,",不良,"到第80分钟时,上海绿地足球俱乐部绿地申花队23号运动员刘佳燊指责辱骂裁判员,造成不良影响","足纪字[2014]078号关于对上海绿地足球俱乐部绿地申花队运动员刘佳燊违规违纪的处罚决定各赛区委员会、各足球俱乐部2014年10月19日,中超俱乐部预备队联赛第223场江苏舜天足球俱乐部国信舜天队与上海绿地足球俱乐部绿地申花队的比赛在南京奥体中心体育场进根据裁判员、比赛监督的报告,当比赛进行到第80分钟时,上海绿地足球俱乐部绿地申花队23号运动员刘佳燊指责辱骂裁判员,造成不良影响。","依据《中国足球协会纪律准则》第55条、第46条之规定,做出如下处罚",['《中国足球协会纪律准则》'],"['第55条', '第46条']","停止上海绿地足球俱乐部绿地申花队运动员刘佳桑参加2014中超俱乐部预备队联赛比赛2场及2015年中国足球协会举办的正式比赛2场二、罚款人民币20000元上述罚款应按《中国足球协会纪律准则》第17条规定执行。望各俱乐部从维护中国足球形象的角度出发,切实加强对运动员、官员的管理教育,坚守道德底线,不断提高规则意识、自律意识法律意识,以此为戒,弘扬足球正气,确保2014年中国足协举办各级赛事顺利有序进行中国足球协会纪律委员会任:王小平2014年10月21日"
722,2014/10/26,关于对长春女足官员刘友违规违纪的处罚决定,http://www.thecfa.cn/cftz/20141026/7917.html,足纪字[2014]079号,2014年10月11日,,,,长春大众卓越女子足球队,解放军女子足球队,长春南岭体育场,,"根据裁判员、比赛监督和赛区的报告,比赛结束后,部分人员在裁判员通道和休息室围攻殴打裁判和赛区工作人员。在此过程中,长春大众卓越女子足球队主教练刘友在裁判员休息室以言语煽动他人的暴力,引起其他人对裁判员的再次殴打,",恶劣,"根据裁判员、比赛监督和赛区的报告,比赛结束后,部分人员在裁判员通道和休息室围攻殴打裁判和赛区工作人员。在此过程中,长春大众卓越女子足球队主教练刘友在裁判员休息室以言语煽动他人的暴力,引起其他人对裁判员的再次殴打,造成恶劣社会影响","足纪字[20141079号关于对长春大众卓越女子足球队官员刘友违规违纪的处罚决定各赛区委员会、各足球俱乐2014年10月11日,全国女子足球联赛第180场长春大众卓越女子足球队与解放军女子足球队的比赛在长春南岭体育场进行。根据裁判员、比赛监督和赛区的报告,比赛结束后,部分人员在裁判员通道和休息室围攻殴打裁判和赛区工作人员。在此过程中,长春大众卓越女子足球队主教练刘友在裁判员休息室以言语煽动他人的暴力,引起其他人对裁判员的再次殴打,造成恶劣社会影响","依据《中国足球协会纪律准则》第59条、第46条、第96条之规定,做出如下处罚",['《中国足球协会纪律准则》'],"['第59条', '第46条', '第96条']","停止长春大众卓越女子足球队主教练刘友参加中国足球协会举办的比赛18个月罚款人民币50000元。上述罚款应按《中国足球协会纪律准则》第17条规定执行。对于该事件其他各方涉嫌违纪和违法问题,我会将进一步调查处理,并将情况向有关部门反映望各俱乐部从维护中国足球形象的角度出发,切实加强对运动员、官员的管理教育,坚守道德底线,不断提高规则意识、自律意识法律意识,以此为戒,弘扬足球正气,确保中国足协举办的各级赛事顺利有序进行中国足球协会纪律委员会主任:王小平2014年10月21日"
723,2014/10/16,关于对上海申鑫俱乐部唐佳庶违规违纪的处罚决定,http://www.thecfa.cn/cftz/20141016/7918.html,足纪字[2014]077号,2014年10月12日,,,,上海申鑫足球俱乐部队,杭州绿城足球俱乐部队,上海申鑫训练基地体育场,,"到第52分钟时,上海申鑫足球俱乐部队5号运动员唐佳庶辱骂裁判员,",不良,"到第52分钟时,上海申鑫足球俱乐部队5号运动员唐佳庶辱骂裁判员,造成不良影响","足纪字[2014]077号关于对上海申鑫足球俱乐部队运动员唐佳庶违规违纪的处罚决定各赛区委员会、各足球俱乐部2014年10月12日,中超俱乐部预备队联赛第202场上海申鑫足球俱乐部队与杭州绿城足球俱乐部队的比賽在上海申鑫训练基地体育场进行。根据裁判员、比赛监督的报告,当比赛进行到第52分钟时,上海申鑫足球俱乐部队5号运动员唐佳庶辱骂裁判员,造成不良影响。","依据《中国足球协会纪律准则》第55条、第46条之规定,做出如下处罚",['《中国足球协会纪律准则》'],"['第55条', '第46条']",":、停止上海申鑫足球俱乐部队运动员唐佳庶参加2014中超俱乐部预备队联赛比赛3场及2015年中国足球协会举办的正式比赛场;二、罚款人民币20000元。上述罚款应按《中国足球协会纪律准则》第17条规定执行。望各俱乐部从维护中国足球形象的角度出发,切实加强对运动员、官员的管理教育,坚守道徳底线,不断提高规则意识、自律意识法律意识,以此为戒,弘扬足球正气,确保2014年中国足协举办的各级赛事顺利有序进行。中国足球协会纪律委员会主任:王小平2014年10月14日"
724,2014/9/24,关于对贵州人和足球俱乐部违规违纪的处罚决定,http://www.thecfa.cn/cftz/20140924/7919.html,足纪字[2014]076号,2014年9月21日,,,,,,上海市康桥基地体育场,,"根据比赛监督和有关单位的报告,贵州人和足球俱乐部使用无比赛资格的运动员参加比赛,",不良,"根据比赛监督和有关单位的报告,贵州人和足球俱乐部使用无比赛资格的运动员参加比赛,造成不良影响","足纪字[2014]076号关于对贵州人和足球俱乐部违规违纪的处罚决定各赛区委员会、各足球俱乐部2014年9月21日中超俱乐部预备队联赛第25轮第196场,上海绿地申花足球俱乐部预备队和贵州人和足球俱乐部预备队的比赛在上海市康桥基地体育场进行。根据比赛监督和有关单位的报告,贵州人和足球俱乐部使用无比赛资格的运动员参加比赛,造成不良影响。",依据《中国足球协会纪律准则》第61条、第36条之规定做出如下处罚,['《中国足球协会纪律准则》'],"['第61条', '第36条']","判上海绿地申花足球俱乐部预备队本场比赛3:0获胜;对贵州人和足球俱乐部罚款人民币3000元。上述罚款应按《中国足球协会纪律准则》第17条规定执行。望各俱乐部从维护中国足球形象的角度出发,弘扬足球正气,切实加强对运动员、官员的管理教育,坚守道徳底线,不断提高规则意识、自律意识、法律意识、以此为戒,确保2014年中国足协举办的各级赛事顺利有序进行。中国足球协会纪律委员会主任:王小平2014年9月23日"
725,2014/9/24,关于对深圳红钻俱乐部李毅违规违纪的处罚决定,http://www.thecfa.cn/cftz/20140924/7920.html,足纪字[2014]074号,2014年9月20日,,,,,,河北省石家庄市裕彤体育场,,"到第90分钟时,深圳红钻足球俱乐部队领队李毅冲岀技术区域指责裁判员,",不良,"到第90分钟时,深圳红钻足球俱乐部队领队李毅冲岀技术区域指责裁判员,造成不良影响","足纪字[2014]074号关于对深圳红钻足球俱乐部官员李毅违规违纪的处罚决定各賽区委员会、各足球俱乐部:2014年9月20日中国足球协会甲级联賽第24轮第190场河北中基足球俱乐部队和深圳红钻足球俱乐部队的比赛在河北省石家庄市裕彤体育场进行。根据裁判员的报告,当比赛进行到第90分钟时,深圳红钻足球俱乐部队领队李毅冲岀技术区域指责裁判员,造成不良影响","依据《中国足球协会纪律准则》第55条、第46条之规定,做出如下处罚",['《中国足球协会纪律准则》'],"['第55条', '第46条']","禁止深圳红钻足球俱乐部队领队李毅进入中国足球协会甲级联赛比赛的替补席3场罚款人民币15000元。上述罚款应按《中国足球协会纪律准则》第17条规定执行。望各俱乐部从维护中国足球形象的角度出发,弘扬足球正气,切实加强对运动员、官员的管理教育,坚守道德底线,不断提高规则意识、自律意识、法律意识、以此为戒,确保2014年中国足协举办的各级赛事顺利有序进行。中国足球协会纪律委员会主任:王小平2014年9月23日"
