序号,编号,轮次,场次,处罚时间,year,赛事,年龄,球队,受罚,受罚者,行为,分类,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,对象,运动员,官员,裁判员,影响,不良,严重,恶劣,十分恶劣,违纪条款,停赛时间、场次,罚款金额,罚款、停赛标准,用时,备注
143,25,5,39,2018.4.12,2018,中超预备队联赛,成人,广州恒大淘宝队,运动员,运动员,打架,1,1,0,0,0,0,0,0,0,0,0,0,0,0,同队运动员,1,0,0,情节恶劣 严重,0,1,0,0,54 49,10月,20000,17,3,
144,26,5,35,2018.4.12,2018,中甲联赛,成人,辽宁沈阳宏运队,官员,官员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,情节严重 不良,1,0,0,0,54 47 49,7,49000,17,4,
145,27,5,35,2018.4.12,2018,中甲联赛,成人,辽宁沈阳宏运队,运动员,运动员,辱骂 蹬踹替补席,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,观众 器材,0,0,0,不良,1,0,0,0,54 104,5,35000,17,4,
146,28,5,35,2018.4.12,2018,中甲联赛,成人,辽宁沈阳宏运队,俱乐部,俱乐部,管理不善，多名球员、官员多次引起赛场混乱,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,情节严重 不良,1,0,0,0,58,通报批评,150000,17,4,
147,29,5,35,2018.4.12,2018,中甲联赛,成人,青岛黄海队,俱乐部,俱乐部,管理不善，多名球员、官员多次引起赛场混乱,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,情节严重 不良,1,0,0,0,58,通报批评,150000,17,4,
149,31,6,44,2018.4.19,2018,中甲联赛,成人,延边富德队,运动员,运动员,踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,情节特别恶劣 严重,0,1,0,0,54 49,10,70000,17,4,
150,32,2,10,2018.4.19,2018,全国青少年男子足球超级联赛U19B组,青少年,北京控股队,官员,官员,将矿泉水瓶踢入场内,12,0,0,0,0,0,0,0,0,0,0,0,1,0,器材,0,0,0,不良,1,0,0,0,55 100,2,10000,17,6,
152,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,官员,官员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,36月,0,,18,
153,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,12月,0,,18,
154,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,12月,0,,18,
155,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,5,0,,18,
156,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,5,0,,18,
157,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,5,0,,18,
158,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,5,0,,18,
159,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,3,0,,18,
160,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,3,0,,18,
161,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,海宁慕容队,官员,官员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,36月,0,,18,
162,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,海宁慕容队,运动员,运动员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,36月,0,,18,
163,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,海宁慕容队,官员,官员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,12月,0,,18,
164,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,海宁慕容队,官员,官员,打架 斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,12月,0,,18,
165,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,嘉兴振华队,俱乐部,俱乐部,多名官员、球员在场上打架、斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,12月,0,,18,
166,34,,,2018.4.19,2018,嘉兴市超级联赛,成人,海宁慕容队,俱乐部,俱乐部,多名官员、球员在场上打架、斗殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,性质极其严重 情节十分恶劣,0,0,0,1,3 6 8,12月,0,,18,
167,35,7,56,2018.4.27,2018,中甲联赛,成人,大连超越队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,替补席人员,0,0,0,不良,1,0,0,0,54,5,35000,17,6,
168,36,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,上海绿地申花U17队,运动员,运动员,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员 官员,1,1,0,情节恶劣 严重,0,1,0,0,54 56 100,9,0,违规违纪停赛细则,8,
169,36,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,上海绿地申花U17队,运动员,运动员,打架 辱骂,11 13,0,0,0,0,0,0,0,0,0,0,1,0,1,运动员 官员,1,1,0,情节恶劣 严重,0,1,0,0,54 56 100,8,0,违规违纪停赛细则,8,
170,37,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,上海绿地申花U17队,俱乐部,俱乐部,两名队员参与打架 一人辱骂对方球员,11 13,0,0,0,0,0,0,0,0,0,0,1,0,1,运动员 官员,1,1,0,情节恶劣 严重,0,1,0,0,56 100,通报批评,100000,17,8,
171,38,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,新疆足球协会U17队,运动员,运动员,不同程度参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员 官员,1,1,0,情节恶劣 严重,0,1,0,0,56 100,9,0,违规违纪停赛细则,8,
172,38,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,新疆足球协会U17队,运动员,运动员,不同程度参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员 官员,1,1,0,情节恶劣 严重,0,1,0,0,56 100,7,0,违规违纪停赛细则,8,
173,38,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,新疆足球协会U17队,运动员,运动员,不同程度参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员 官员,1,1,0,情节恶劣 严重,0,1,0,0,56 100,8,0,违规违纪停赛细则,8,
174,38,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,新疆足球协会U17队,运动员,运动员,不同程度参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员 官员,1,1,0,情节恶劣 严重,0,1,0,0,56 100,8,0,违规违纪停赛细则,8,
175,38,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,新疆足球协会U17队,官员,官员,不同程度参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员 官员,1,1,0,情节恶劣 严重,0,1,0,0,56 100,7,0,违规违纪停赛细则,8,
176,39,5,68,2018.4.27,2018,全国青少年男子足协杯赛U17组,青少年,新疆足球协会U17队,俱乐部,俱乐部,多名球员、官员在场上不同程度参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 100,通报批评,200000,17,8,
177,40,4,55,2018.4.27,2018,中国足协杯,成人,辽宁沈阳宏运队,运动员,运动员,过分力量争抢球，危及对方球员安全,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,54,5,35000,17,3,
178,41,4,41,2018.4.27,2018,中国足协杯,成人,大连博阳千兆队,运动员,运动员,野蛮方式争抢球，危及对方球员的安全,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,54,8,40000,17,3,
180,43,,32,2018.5.4,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,武汉卓尔职业队,官员,官员,赛中冲入场内，辱骂他人,13,0,0,0,0,0,0,0,0,0,0,0,0,1,他人,0,0,0,不良,1,0,0,0,54 100,5,25000,17,7,
181,44,,32,2018.5.4,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,内蒙古盛乐蒙羊队,官员,官员,赛中冲入场内，指责裁判员,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,54 47 100,4,0,违规违纪停赛细则,7,
182,45,,30,2018.5.4,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,天津泰达队,运动员,运动员,辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,情节较为严重 恶劣,0,0,1,0,54 47 100,7,0,违规违纪停赛细则,7,
183,46,5,60,2018.5.4,2018,中国足协杯,成人,天津泰达队,运动员,运动员,推倒（无球状态下两次）,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,54 49,7,49000,17,2,
184,47,9,72,2018.5.11,2018,中超预备队联赛,成人,上海上港队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,恶劣,0,0,1,0,54 47,6,42000,17,5,
185,48,,54,2018.5.11,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,延边富德队,官员,官员,踢矿泉水瓶,12,0,0,0,0,0,0,0,0,0,0,0,1,0,器材,0,0,0,不良,1,0,0,0,55 49 100,3,15000,17,4,
186,49,,44,2018.5.11,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,延边富德队,运动员,运动员,蹬踹,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 100,4,0,违规违纪停赛细则,9,
187,50,10,80,2018.5.16,2018,中甲联赛,成人,青岛黄海队,运动员,运动员,肘击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54 49,6,42000,17,7,
188,51,10,80,2018.5.16,2018,中甲联赛,成人,浙江绿城队,运动员,运动员,非体育道德行为,8,0,0,0,0,0,0,0,1,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54,3,21000,17,7,
189,52,10,80,2018.5.16,2018,中甲联赛,成人,青岛黄海队,运动员,运动员,非体育道德行为,8,0,0,0,0,0,0,0,1,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54,3,21000,17,7,
190,53,11,84,2018.5.16,2018,中甲联赛,成人,梅州市梅县区铁汉铁汉生态队,运动员,运动员,脚踢（无球状态下）,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,54 49,8,56000,17,4,
191,54,10,76,2018.5.16,2018,中超联赛,成人,重庆当代力帆斯威队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,75,2,20000,17,4,
192,55,,57,2018.5.16,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,重庆当代力帆斯威U19队,运动员,运动员,辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,54 47 100,6,0,违规违纪停赛细则,5,
193,58,10,80,2018.5.16,2018,中甲联赛,成人,青岛黄海队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,28 54 49 47,8,56000,17,7,
194,56,10,80,2018.5.16,2018,中甲联赛,成人,青岛黄海队,俱乐部,俱乐部,个别人员辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 49 47 57,通报批评,100000,17,7,
196,59,,65,2018.5.24,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,江苏苏宁苏宁易购U19队,运动员,运动员,踩踏,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 49 100,6月,0,违规违纪停赛细则,6,
197,60,,65,2018.5.24,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,江苏苏宁苏宁易购U19队,俱乐部,俱乐部,多名球员引起赛场混乱,12,0,0,0,0,0,0,0,0,0,0,0,1,0,运动员,1,0,0,不良,1,0,0,0,58,通报批评,100000,17,6,
198,61,,65,2018.5.24,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,贵州恒丰U19队,俱乐部,俱乐部,多名球员引起赛场混乱,12,0,0,0,0,0,0,0,0,0,0,0,1,0,运动员,1,0,0,不良,1,0,0,0,58,通报批评,100000,17,6,
199,62,11,81,2018.5.24,2018,中超联赛,成人,北京人和队,运动员,运动员,脚踢,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54 49,5,35000,17,4,
200,63,11,82,2018.5.24,2018,中超联赛,成人,贵州恒丰队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 49,7,49000,17,4,
201,64,11,83,2018.5.24,2018,中超联赛,成人,广州富力队,官员,官员,非体育道德行为,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,不良,1,0,0,0,54,3,21000,17,5,
203,65,,78,2018.7.11,2018,全国青少年足球超级联赛“恒大杯”U19联赛,青少年,辽宁沈阳宏运U19队,运动员,运动员,辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,运动员,1,0,0,不良,1,0,0,0,54 100,4,0,违规违纪停赛细则,49,
204,66,12,90,2018.7.11,2018,中甲联赛,成人,上海申鑫队,运动员,运动员,踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54 49,6,42000,17,46,
207,67,14,106,2018.7.25,2018,中甲联赛,成人,浙江毅腾轻纺城队,运动员,运动员,蹬踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,造成身体伤害 不良,1,0,0,0,54 49,4,28000,17,7,
208,68,14,106,2018.7.25,2018,中甲联赛,成人,浙江毅腾轻纺城队,运动员,运动员,故意踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,造成身体伤害 不良,1,0,0,0,54,6,42000,17,7,
209,69,13,100,2018.7.25,2018,中超联赛,成人,重庆当代力帆斯威队,俱乐部,俱乐部,未按规定时间入场，导致下半场开球延误,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,66,通报批评,20000,17,4,
210,70,6,62,2018.7.31,2018,中国足协杯,成人,江苏苏宁苏宁易购队,运动员,运动员,赛后握手礼过程中 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47,6,42000,17,6,
211,71,8,23,2018.8.10,2018,中女甲联赛,成人,陕西省大秦之水智诚队,官员,官员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 49,10,20000,17,15,
213,73,16,126,2018.8.10,2018,中甲联赛,成人,内蒙古中优呼和浩特队,官员,官员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 49,7,49000,17,13,
214,74,16,126,2018.8.10,2018,中甲联赛,成人,浙江绿城队,官员,官员,踢矿泉水瓶干扰比赛,2,0,1,0,0,0,0,0,0,0,0,0,0,0,器材,0,0,0,不良,1,0,0,0,55,2,14000,17,13,
215,75,15,114,2018.8.10,2018,中超联赛,成人,河南建业队,运动员,运动员,脚踢（无球状态下）,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54 49,7,49000,17,9,
216,76,15,134,2018.8.10,2018,全国青少年足球超级联赛U19A组,青少年,新疆天山雪豹雪豹纳欢U19队,运动员,运动员,蹬踹,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 49 100,6,0,违规违纪停赛细则,16,
217,77,15,132,2018.8.10,2018,全国青少年足球超级联赛U19A组,青少年,上海申鑫U19队,运动员,运动员,赛后指责 击打,11 13,0,0,0,0,0,0,0,0,0,0,1,0,1,运动员,1,0,0,不良,1,0,0,0,54 100,6,0,违规违纪停赛细则,15,
218,77,15,132,2018.8.10,2018,全国青少年足球超级联赛U19A组,青少年,上海申鑫U19队,运动员,运动员,击打,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 100,5,0,违规违纪停赛细则,15,
219,78,15,132,2018.8.10,2018,全国青少年足球超级联赛U19A组,青少年,长春亚泰U19队,运动员,运动员,赛后击打,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 100,5,0,违规违纪停赛细则,15,
220,78,15,132,2018.8.10,2018,全国青少年足球超级联赛U19A组,青少年,长春亚泰U19队,运动员,运动员,赛后辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,运动员,1,0,0,不良,1,0,0,0,54 100,4,0,违规违纪停赛细则,15,
221,79,16,123,2018.8.10,2018,中超联赛,成人,大连一方足球俱乐部队,运动员,运动员,向他人打手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,他人,0,0,0,不良,1,0,0,0,54,6,42000,17,5,
222,80,16,124,2018.8.10,2018,中超联赛,成人,长春亚泰足球俱乐部队,运动员,运动员,干扰比赛正常秩序,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,55 49,6,42000,17,6,
223,81,17,135,2018.8.16,2018,中超联赛,成人,北京人和队,运动员,运动员,肘击（无球状态下）,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54 49,8,56000,17,4,
224,82,17,136,2018.8.16,2018,中超预备队联赛,成人,上海绿地申花队,官员,官员,握手礼时进场 击打 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 69 47 49,12月,20000,17,4,
225,83,18,140,2018.8.16,2018,中甲联赛,成人,青岛黄海队,官员,官员,赛后破坏赛区设施,2,0,1,0,0,0,0,0,0,0,0,0,0,0,器材,0,0,0,不良,1,0,0,0,104,警告,10000,17,5,
226,84,19,148,2018.8.27,2018,中超联赛,成人,重庆当代力帆队,运动员,运动员,侮辱性语言辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54,4,28000,17,9,
227,0,21,187,2018.9.13,2018,全国青少年足球超级联赛U19B组,青少年,青岛中能U19队,运动员,运动员,侮辱性语言辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,情节严重 不良,1,0,0,0,54 47 49 100,8,0,违规违纪停赛细则,17,
228,0,20,174,2018.9.13,2018,全国青少年足球超级联赛U19B组,青少年,内蒙古盛乐蒙羊U19队,运动员,运动员,侮辱性语言辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,情节严重 不良,1,0,0,0,54 47 49 100,7,0,违规违纪停赛细则,22,
229,0,24,190,2018.9.13,2018,中甲联赛,成人,黑龙江火山鸣泉队,官员 主教练,官员,冲入场内指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,情节严重 恶劣,0,0,1,0,54 47 49,7,49000,17,4,
230,0,24,190,2018.9.13,2018,中甲联赛,成人,黑龙江火山鸣泉队,俱乐部,俱乐部,多名球员、官员引起赛场混乱,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,情节严重 恶劣,0,0,1,0,58 49 12,通报批评,200000,17,4,
231,0,9,35,2018.9.13,2018,中女超联赛,成人,长春农商银行队,官员,官员,冲出替补席指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 49,5,10000,17,5,
232,足球字,,,2018.9.14,2018,U19,青少年,中国U19国家男子足球队,运动员,运动员,"国际比赛态度消极、行为散漫、
无视教练员要求，赛后擅自外出组织聚餐",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,,12月,0,国家队管理细则,6,
233,90,23,177,2018.9.27,2018,中超预备队联赛,成人,北京人和队,运动员,运动员,出非道德行为,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,不良,1,0,0,0,54,5,35000,17,3,
234,91,23,179,2018.9.27,2018,中超联赛,成人,大连一方队,俱乐部,俱乐部,未按规定时间入场，导致开球时间延误,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,66,通报批评,20000,17,5,
235,92,23,181,2018.9.27,2018,中超联赛,成人,贵州恒丰队,官员,官员,侮辱性语言辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 49,7,49000,17,5,
236,0,24,190,2018.10.3,2018,中超联赛,成人,贵州恒丰队,俱乐部,俱乐部,替补席官员违规使用电子通讯设备,2,0,1,0,0,0,0,0,0,0,0,0,0,0,器材,0,0,0,不良,1,0,0,0,66,通报批评,40000,17,3,
237,0,24,190,2018.10.3,2018,中超联赛,成人,天津泰达队,运动员,运动员,报复性蹬踹,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,严重,0,1,0,0,54,6,42000,17,3,
238,0,24,188,2018.10.3,2018,中超联赛,成人,河北华夏幸福队,运动员,运动员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,严重,0,1,0,0,54,5,35000,17,3,
240,0,25,193,2018.10.18,2018,中超联赛,成人,上海上港队,官员,官员,非体育道德行为,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,不良,1,0,0,0,54,3,21000,17,11,
241,98,26,208,2018.10.25,2018,中超联赛,成人,江苏苏宁苏宁易购队,俱乐部,俱乐部,主教练未按规定接受主转播商的到达采访,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,未定义,0,0,0,0,66,通报批评,40000,17,4,
242,99,28,218,2018.10.25,2018,中甲联赛,成人,延边富德队,俱乐部,俱乐部,引起赛场混乱 并 未按规定完成比赛仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,58 49 67 12,通报批评,600000,17,5,
243,100,29,261,2018.10.25,2018,全国青少年足球超级联赛U19B组,青少年,浙江绿城U19队,运动员,运动员,击打（无球状态下）,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 49 100,6,0,违规违纪停赛细则,13,
244,101,29,259,2018.10.25,2018,全国青少年足球超级联赛U19B组,青少年,武汉卓尔职业U19队,运动员,运动员,从替补席冲出，推搡,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 49 100,6,0,违规违纪停赛细则,13,
245,102,30,263,2018.10.25,2018,全国青少年足球超级联赛U19B组,青少年,恒大足球学校U19队,运动员,运动员,侮辱性语言辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,54 47 49 100,7,0,违规违纪停赛细则,7,
246,103,4,43,2018.10.25,2018,全国女子足球U14秋季训练营,青少年,长春大众卓越U14队,官员,官员,辱骂 脚踹,11 13,0,0,0,0,0,0,0,0,0,0,1,0,1,裁判员,0,0,1,恶劣,0,0,1,0,54 47 49,6月,0,违规违纪停赛细则,13,
248,105,2,6,2018.10.25,2018,中乙联赛,成人,沈阳城市队,官员,官员,进场 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 49 100,7,35000,17,12,
249,106,2,6,2018.10.25,2018,中乙联赛,成人,沈阳城市队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 49 100,8,40000,17,12,
251,108,27,216,2018.10.30,2018,中超联赛,成人,上海上港队,俱乐部,俱乐部,未按规定时间入场，导致下半场开球延误,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,66,通报批评,40000,17,2,
252,109,27,216,2018.10.30,2018,中超联赛,成人,山东鲁能泰山队,运动员,运动员,赛前奏唱国歌时，举止不庄重,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,104,1,0,,2,
253,110,1,5,2018.11.9,2018,中足协室内五人制超级联赛,成人,内蒙古满洲里边城雪狼队,运动员,运动员,"抢夺裁判员手中的黄牌并摔在地上
向对方球员吐唾沫并辱骂",1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,运动员 裁判员,1,0,1,十分恶劣,0,0,0,1,54 47 49 100,12,24000,17,7,
254,111,2,55,2018.11.9,2018,中国足协杯赛（女子）,成人,长春农商银行队,官员,官员,用球故意砸人 连续违纪,2,0,1,0,0,0,0,0,0,0,0,0,0,0,比赛官员,0,1,0,十分恶劣,0,0,0,1,54 47 49 100,12月,120000,17,6,
255,0,30,234,2018.11.15,2018,中超联赛,成人,河南建业队,运动员,运动员,"故意跨过对方球员身体，蹬踏球员
多次辱骂裁判员",1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 裁判员,1,0,1,恶劣,0,0,1,0,54 47 49,10,70000,17,4,
256,1,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,天津权健U18队,官员,官员,"指责 谩骂裁判员
赛后击打对方队员",11 13,0,0,0,0,0,0,0,0,0,0,1,0,1,运动员 裁判员,1,0,1,不良,1,0,0,0,55 56 98,12月,0,,37,
257,2,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,天津权健U18队,俱乐部,俱乐部,"官员指责、谩骂裁判员，赛后击打对方队员
5名队员赛后参与打架",11 13,0,0,0,0,0,0,0,0,0,0,1,0,1,运动员 裁判员,1,0,1,不良,1,0,0,0,56 98,警告,0,,37,
