序号,编号,轮次,场次,处罚时间,year,赛事,年龄,球队,受罚,受罚者,行为,分类,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,对象,运动员,官员,裁判员,影响,不良,严重,恶劣,十分恶劣,违纪条款,停赛时间、场次,罚款金额,罚款、停赛标准,用时,备注
798,188,,19,2016.12.1,2016,中足协业余联赛总决赛,成人,深圳屹盛队,运动员,运动员,围堵 谩骂,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,0,,21,
799,189,,19,2016.12.1,2016,中足协业余联赛总决赛,成人,深圳屹盛队,运动员,运动员,围堵 谩骂,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,0,,21,
800,190,,19,2016.12.1,2016,中足协业余联赛总决赛,成人,深圳屹盛队,运动员,运动员,围堵 谩骂,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,0,,21,
801,191,,19,2016.12.1,2016,中足协业余联赛总决赛,成人,深圳屹盛队,运动员,运动员,冲入场内 围堵 谩骂,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,5,0,,21,
802,192,,19,2016.12.1,2016,中足协业余联赛总决赛,成人,深圳屹盛队,运动员,运动员,从场边拿开水瓶掷向观众看台,2,0,1,0,0,0,0,0,0,0,0,0,0,0,器材,0,0,0,不良,1,0,0,0,55 46,5,0,,21,
803,193,,30,2016.12.1,2016,中足协业余联赛总决赛,成人,合肥桂冠队,运动员,运动员,指责 谩骂 企图攻击,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,0,,18,
804,194,,30,2016.12.1,2016,中足协业余联赛总决赛,成人,合肥桂冠队,运动员,运动员,指责 谩骂 企图攻击,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,0,,18,
805,195,,30,2016.12.1,2016,中足协业余联赛总决赛,成人,合肥桂冠队,运动员,运动员,指责 谩骂 企图攻击,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,0,,18,
807,"足球字
153",,,2016.4.21,2016,中女超预备队联赛,成人,,官员 比赛监督,官员,擅自缩短比赛时间,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,足球字[2016]153,"停止2016足协比赛
监督资格",0,,18,
808,7,,,2015.3.13,2015,全国青少年男子足球锦标赛U13,青少年,青岛中能U13队,官员 主教练,官员,"2月15日 双方队员因生活居住问题产生纠纷
李双林 追打 广州恒大运动员",11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,55 97 12,36月,0,,26,
809,8,,,2015.3.13,2015,"中国足协竞赛部
注册办2015赛季注册",成人,辽宁队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,3月,0,,,
810,9,,,2015.3.13,2015,"中国足协竞赛部
注册办2015赛季注册",成人,重庆力帆队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,2月,0,,,
811,10,,,2015.3.13,2015,"中国足协竞赛部
注册办2015赛季注册",成人,相关俱乐部,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,3月,0,,,
812,11,,,2015.3.13,2015,"中国足协竞赛部
注册办2015赛季注册",成人,上海申鑫队,运动员,运动员,身份造假 年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,7月,0,,,
813,12,,,2015.3.13,2015,"中国足协竞赛部
注册办2015赛季注册",成人,相关俱乐部,运动员,运动员,身份造假 年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,12月,0,,,
814,13,,,2015.3.17,2015,"中国足协竞赛部
注册办2015赛季注册",成人,南京钱宝队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,2月,0,,,
815,14,,,2015.3.18,2015,"中国足协竞赛部
注册办2015赛季注册",成人,长春亚泰队,运动员,运动员,姓名造假 年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,2月,0,,,
816,15,,,2015.3.24,2015,"中国足协竞赛部
注册办2015赛季注册",成人,广州恒大淘宝队,运动员,运动员,姓名造假 年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,3月,0,,,
817,16,3,,2015.3.24,2015,中超俱乐部预备队联赛,成人,长春亚泰队,运动员,运动员,与恒大队员互相殴打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,6,30000,17,1,
818,17,3,,2015.3.24,2015,中超俱乐部预备队联赛,成人,广州恒大淘宝队,运动员,运动员,与亚泰队员互相殴打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,6,30000,17,1,
819,18,3,,2015.3.27,2015,中超联赛,成人,山东鲁能泰山队,运动员,运动员,侮辱性手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,55,4,20000,17,5,
820,19,,,2015.4.7,2015,"中国足协竞赛部
注册办2015赛季注册",成人,保定英利易通队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,1月,0,,,
821,20,,,2015.4.7,2015,"中国足协竞赛部
注册办2015赛季注册",成人,保定英利易通队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,1月,0,,,
822,21,,,2015.4.7,2015,"中国足协竞赛部
注册办2015赛季注册",成人,保定英利易通队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,1月,0,,,
823,22,,,2015.4.7,2015,"中国足协竞赛部
注册办2015赛季注册",成人,保定英利易通队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,1月,0,,,
824,23,,,2015.4.7,2015,中国足协杯,成人,银川贺兰山队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55 96 17,3,3000,17,10,
825,24,,,2015.4.7,2015,中国足协杯,成人,西安高新热力队,运动员,运动员,击打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55 96,3,0,,10,
826,25,,26,2015.4.7,2015,中超俱乐部预备队联赛,成人,长春亚泰队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,2,
827,26,,32,2015.4.7,2015,中超联赛,成人,广州富力队,运动员,运动员,侮辱性手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,55,4,20000,17,4,
828,27,,31,2015.4.9,2015,中超联赛,成人,天津泰达泰达权健队,运动员,运动员,背后抢截 严重犯规,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,2,0,,4,
830,29,,38,2015.4.14,2015,中超联赛,成人,北京国安队,运动员,运动员,推击裁判员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,5,25000,17,2,
831,30,,38,2015.4.14,2015,中超联赛,成人,上海上港队,运动员,运动员,肘击 属于暴力行为,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,2,
832,31,,,2015.4.14,2015,"中国足协竞赛部
注册办2015赛季注册",成人,云南普洱万豪队,运动员,运动员,身份造假 年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,4月,0,,,
833,32,,38,2015.4.14,2015,中超联赛,成人,北京国安队,运动员,运动员,用手击碎通道塑料挡蓬,2,0,1,0,0,0,0,0,0,0,0,0,0,0,设施,0,0,0,不良,1,0,0,0,99 12,警告,10000,17,2,
834,33,,38,2015.4.14,2015,中超联赛,成人,北京国安队,运动员,运动员,肘击 属于暴力行为,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,2,
835,34,,,2015.4.21,2015,"中国足协竞赛部
注册办2015赛季注册",成人,相关俱乐部,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,2月,0,,,
836,35,,,2015.4.21,2015,"中国足协竞赛部
注册办2015赛季注册",成人,相关俱乐部,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,2月,0,,,
837,36,,,2015.4.21,2015,"中国足协竞赛部
注册办2015赛季注册",成人,安徽力天队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,3月,0,,,
838,37,,20,2015.4.21,2015,中国足协杯,成人,哈尔滨毅腾队,运动员,运动员,故意踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,4,20000,17,6,
839,38,,21,2015.4.21,2015,中国足协杯,成人,新疆天山雪豹达坂城纳欢队,官员,官员,多次走出技术区 指责 干扰 裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,3,15000,17,6,
840,39,,26,2015.4.21,2015,中国足协杯,成人,河北精英队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,3,6000,17,6,
842,41,,49,2015.4.28,2015,中超联赛,成人,广州恒大淘宝队,俱乐部,俱乐部,未严格遵守比赛倒计时程序规定,6,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,扰乱正常程序,0,0,0,0,99 12 95 ,通报批评,0,,2,
843,42,,46,2015.4.28,2015,中甲联赛,成人,大连阿尔滨队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,3,
844,43,,48,2015.4.28,2015,中甲联赛,成人,湖南湘涛队,运动员,运动员,侮辱性手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,55,4,20000,17,2,
845,44,,6,2015.4.28,2015,中女超联赛,成人,北京控股女子队,官员 教练员,官员,进入场内 指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,3,6000,17,9,
846,45,,62,2015.5.12,2015,中甲联赛,成人,河北中基华夏幸福队,官员,官员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,3,
847,46,,66,2015.5.12,2015,中超联赛,成人,上海绿地申花队,运动员,运动员,用脚 踢碎 球员通道玻璃,2,0,1,0,0,0,0,0,0,0,0,0,0,0,设施,0,0,0,不良,1,0,0,0,99 12,警告,10000,17,3,
848,47,,66,2015.5.12,2015,中超联赛,成人,上海绿地申花队,官员,官员,侮辱性手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,55 48,5,25000,17,3,
849,48,,54,2015.5.12,2015,中甲联赛,成人,内蒙古中优部呼和浩特中优队,官员,官员,用医药包击打,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,10,
850,49,,64,2015.5.19,2015,中甲俱乐部预备队联赛,成人,青岛中能队,运动员,运动员,进入场内 指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,9,
851,50,,57,2015.5.12,2015,中甲联赛,成人,新疆天山雪豹达坂城纳欢队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,3,
852,51,,37,2015.5.15,2015,中国足协杯,成人,广州恒大淘宝队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,2,
853,52,,37,2015.5.15,2015,中国足协杯,成人,广州恒大淘宝队,运动员,运动员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,2,
855,54,,75,2015.5.19,2015,中超俱乐部预备队联赛,成人,贵州人和队,运动员,运动员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,1,
856,55,,67,2015.5.19,2015,中甲联赛,成人,武汉卓尔职业队,官员 队医,官员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,2,
857,56,,80,2015.5.19,2015,中超联赛,成人,长春亚泰队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,3,
858,57,,,2015.5.19,2015,"中国足协竞赛部
注册办2015赛季注册",成人,上海绿地申花队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,1月,0,,,
859,58,,,2015.5.19,2015,"中国足协竞赛部
注册办2015赛季注册",成人,湖南湘涛队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,3月,0,,,
860,59,,75,2015.5.26,2015,中甲联赛,成人,延边长白山队,运动员,运动员,侮辱性手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,55,4,20000,17,3,
861,60,,81,2015.6.2,2015,中甲俱乐部预备队联赛,成人,江西联盛队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,1,
862,61,,89,2015.6.2,2015,中超联赛,成人,广州恒大淘宝队,运动员,运动员,踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,2,
863,62,,91,2015.6.2,2015,中超俱乐部预备队联赛,成人,山东鲁能泰山队,运动员,运动员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,3,
864,63,,89,2015.6.2,2015,中超俱乐部预备队联赛,成人,贵州人和人和茅台队,运动员,运动员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,1,
865,64,,,2015.6.2,2015,"中国足协竞赛部
注册办2015赛季注册",成人,天津京铁火车头队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,2月,0,,,
866,65,,93,2015.6.9,2015,中甲联赛,成人,北京理工鑫苑队,运动员,运动员,侮辱性手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,6,30000,17,3,
867,66,,89,2015.6.9,2015,中甲联赛,成人,内蒙古中优呼和浩特中优队,运动员,运动员,侮辱性手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,6,30000,17,3,
868,67,,98,2015.6.16,2015,中超联赛,成人,比赛官员(第一助理裁判员),比赛官员,官员,"在场内击打山东鲁能泰山
足球俱乐部队主教练库卡",1,1,0,0,0,0,0,0,0,0,0,0,0,0,官员,0,1,0,恶劣,0,0,1,0,4 13 99,12月,0,,12,
869,68,,98,2015.6.16,2015,中超联赛,成人,山东鲁能泰山队,官员 助理教练,官员,在场内和球员通道 殴打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,恶劣,0,0,1,0,55 46,9月,180000,17,12,
870,69,,98,2015.6.16,2015,中超联赛,成人,山东鲁能泰山队,官员 主教练,官员,"多次 指责 辱骂 拉拽 裁判员
在球员通道殴打 ",1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,恶劣,0,0,1,0,55 46,7月,140000,17,12,
871,70,,98,2015.6.16,2015,中超联赛,成人,山东鲁能泰山队,运动员,运动员,在球员通道殴打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,恶劣,0,0,1,0,55 46,4月,80000,17,12,
872,71,,98,2015.6.16,2015,中超联赛,成人,山东鲁能泰山队,运动员,运动员,在场内 指责 辱骂 推击,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,10,50000,17,12,
873,72,,98,2015.6.16,2015,中超联赛,成人,山东鲁能泰山队,官员 工作人员,官员,在场内 拉拽 击打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,8,40000,17,12,
875,74,,100,2015.6.16,2015,中甲联赛,成人,湖南湘涛队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,3,15000,17,2,
876,75,,,2015.6.16,2015,"中国足协竞赛部
注册办2015赛季注册",成人,福建超越队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,2月,0,,,
877,76,,,2015.6.30,2015,"中国足协竞赛部
注册办2015赛季注册",成人,上海绿地申花队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,4月,0,,,
878,77,,124,2015.6.30,2015,中超联赛,成人,河南建业队,运动员,运动员,用手推击对方队员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,2,
879,78,,130,2015.7.14,2015,中超俱乐部预备队联赛,成人,长春亚泰队,运动员,运动员,指责 辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55,4,20000,17,9,
882,81,,135,2015.7.21,2015,中甲联赛,成人,武汉卓尔职业队,运动员,运动员,过分力量推倒,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,9,
883,82,,143,2015.7.21,2015,中甲联赛,成人,贵州智诚队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55,3,15000,17,3,
885,84,,153,2015.7.21,2015,中超联赛,成人,广州恒大淘宝队,运动员,运动员,"进球后向观众席作出 扇耳光动作
赛后个别球迷辱骂他，
他将手中的鞋向球迷掷出",2,0,1,0,0,0,0,0,0,0,0,0,0,0,观众,0,0,0,不良,1,0,0,0,60 55,5,25000,17,3,
888,86,,162,2015.8.4,2015,中超联赛,成人,辽宁盘锦宏运队,运动员,运动员,使用野蛮方式踢人 暴力行为,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,4,20000,17,10,
891,89,,176,2015.8.21,2015,中甲联赛,成人,哈尔滨毅腾队,官员 教练员,官员,进入场内指责裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,3,15000,17,6,
893,91,,169,2015.8.21,2015,中超俱乐部预备队联赛,成人,江苏国信舜天队,运动员,运动员,顶撞,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,8,
894,92,,169,2015.8.21,2015,中超俱乐部预备队联赛,成人,广州恒大淘宝队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,8,
895,93,,184,2015.8.21,2015,中超俱乐部预备队联赛,成人,北京国安队,运动员,运动员,用过分力量 飞铲,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,2,0,,5,
896,94,,184,2015.8.21,2015,中超俱乐部预备队联赛,成人,石家庄永昌队,运动员,运动员,用过分力量 踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,15000,17,5,
897,95,,171,2015.8.21,2015,中超联赛,成人,上海申鑫队,官员,官员,指责 严重干扰裁判员工作,4,0,0,0,1,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,3,15000,17,10,
898,96,,181,2015.8.21,2015,中超联赛,成人,河南建业队,官员,官员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,5,
900,98,,177,2015.8.21,2015,中超联赛,成人,上海绿地申花队,运动员,运动员,"争抢球时使用危险动作
危及对方队员安全",1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,1,0,,6,
902,100,,178,2015.8.25,2015,中甲联赛,成人,青岛海牛黄海制药队,官员 教练员,官员,向场内投掷矿泉水瓶 干扰比赛,2,0,1,0,0,0,0,0,0,0,0,0,0,0,器材,0,0,0,不良,1,0,0,0,55,3,15000,17,3,
903,101,,190,2015.8.25,2015,中超俱乐部预备队联赛,成人,河南建业队,官员 教练员,官员,"辱骂
被罚离技术区域后再次违纪进入赛场",3 2,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,5,25000,17,2,
904,102,,192,2015.8.25,2015,中超联赛,成人,石家庄永昌队,运动员,运动员,用脚将摄影记者座椅 踢飞,2,0,1,0,0,0,0,0,0,0,0,0,0,0,设施,0,0,0,不良,1,0,0,0,99 12,警告,10000,17,2,
906,104,,189,2015.8.25,2015,中超联赛,成人,辽宁盘锦宏运队,官员 翻译,官员,进场内 指责 干扰裁判员工作,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,2,
907,105,,4,2015.9.10,2015,中乙联赛,成人,南京钱宝队,官员 助理教练,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,8000,17,5,
908,106,,18,2015.9.10,2015,中女超联赛,成人,天津汇森女子足球队,运动员,运动员,辱骂、用手推搡,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,5,0,,4,
909,107,,18,2015.9.10,2015,中女超联赛,成人,天津汇森女子足球队,运动员,运动员,抢夺 主裁判出示的红牌,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,6,0,,4,
910,108,,18,2015.9.10,2015,中女超联赛,成人,天津汇森女子足球队,运动员,运动员,推击 主裁判及第一助理裁判员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,5,0,,4,
911,109,,18,2015.9.10,2015,中女超联赛,成人,北京控股女子足球队,官员 主教练,官员,[044]停赛期进入替补席,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,74,1,2000,17,4,
912,110,,18,2015.9.10,2015,中女超联赛,成人,北京控股女子足球队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,3,0,,4,
915,113,,208,2015.10.13,2015,中甲联赛,成人,内蒙古中优呼和浩特中优队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,24,
916,114,,210,2015.10.13,2015,中超联赛,成人,天津泰达泰达权健队,官员 助理教练,官员,"指责 裁判员 被罚离替补席
再次冲入场地 指责 辱骂 裁判员",3 2,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,6,30000,17,16,
918,116,,209,2015.10.13,2015,中超联赛,成人,广州恒大淘宝队,俱乐部,俱乐部,赛中 球迷在看台上燃放冷烟火,5,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,83,,10000,17,17,
919,117,,209,2015.10.13,2015,中超联赛,成人,贵州人和人和茅台队,官员 翻译,官员,"冲到对方球队替补席附近
指责 谩骂 对方人员",3,0,0,1,0,0,0,0,0,0,0,0,0,0,对方人员,0,0,0,不良,1,0,0,0,55,2,15000,17,17,
920,118,,209,2015.10.13,2015,中超联赛,成人,贵州人和人和茅台队,官员 翻译,官员,冲入场地 指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,3,15000,17,17,
922,120,,211,2015.10.13,2015,中超俱乐部预备队联赛,成人,上海上港队,运动员,运动员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46,4,20000,17,16,
924,122,,63,2015.10.28,2015,中国足协杯,成人,江苏国信舜天队,俱乐部,俱乐部,未能按规定指派主教练参加赛前新闻发布会,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,80,通报批评,20000,17,7,
925,123,,228,2015.10.28,2015,中甲联赛,成人,武汉卓尔职业队,俱乐部,俱乐部,未能按规定指派主教练参加赛前新闻发布会,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,80,通报批评,20000,17,4,
926,124,决赛,5,2015.10.28,2015,中乙联赛,成人,丽江嘉云昊队,运动员,运动员,指责 辱骂 裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46 96,5,5000,17,46,
927,125,,,2015.10.28,2015,"中国足协竞赛部
注册办2015赛季注册",成人,有关俱乐部,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,65,2月,0,,,
928,126,,230,2015.10.28,2015,中超联赛,成人,上海申鑫队,运动员,运动员,"用脚底踩踏 对方队员脸部
危及对方安全",1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,55,4,20000,17,3,
929,127,,231,2015.10.28,2015,中超俱乐部预备队联赛,成人,上海绿地申花队,运动员,运动员,辱骂 威胁,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 46 67,6,30000,17,2,
930,128,,,2015.11.6,2015,中甲联赛,成人,哈尔滨毅腾队,俱乐部,俱乐部,"根据足仲裁字[2015]0513号
俱乐部拖欠球员牛喜龙工资
32000元 至今未履行
中国足协仲裁委员会裁决",9,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,不良,1,0,0,0,81,警告,5000,17,,
