iter	Passed	Remaining
503	2176	2142
504	2180	2137
505	2184	2132
506	2188	2128
507	2192	2123
508	2196	2118
509	2200	2113
510	2204	2109
511	2208	2104
512	2212	2099
513	2215	2095
514	2219	2090
515	2223	2085
516	2227	2081
517	2231	2076
518	2235	2072
519	2239	2067
520	2243	2062
521	2247	2057
522	2251	2053
523	2257	2050
524	2263	2048
525	2267	2043
526	2271	2038
527	2275	2033
528	2279	2029
529	2283	2024
530	2289	2022
531	2292	2017
532	2296	2012
533	2300	2007
534	2304	2003
535	2308	1998
536	2313	1994
537	2317	1989
538	2321	1985
539	2325	1980
540	2329	1976
541	2333	1971
542	2336	1966
543	2343	1964
544	2347	1960
545	2351	1955
546	2355	1950
547	2360	1946
548	2364	1942
549	2368	1938
550	2373	1934
551	2379	1931
552	2383	1926
553	2387	1921
554	2392	1918
555	2397	1914
556	2401	1909
557	2404	1904
558	2408	1900
559	2412	1895
560	2416	1890
561	2420	1886
562	2426	1883
563	2430	1878
564	2436	1875
565	2440	1871
566	2443	1866
567	2447	1861
568	2451	1857
569	2456	1852
570	2461	1849
571	2465	1845
572	2469	1840
573	2475	1837
574	2479	1832
575	2483	1827
576	2487	1823
577	2491	1818
578	2495	1814
579	2498	1809
580	2502	1805
581	2506	1800
582	2510	1795
583	2514	1791
584	2518	1786
585	2524	1783
586	2528	1779
587	2534	1775
588	2539	1771
589	2543	1767
590	2547	1762
591	2552	1758
592	2556	1754
593	2560	1750
594	2568	1748
595	2573	1744
596	2579	1741
597	2584	1737
598	2591	1734
599	2595	1730
600	2600	1726
601	2605	1722
602	2611	1719
603	2619	1717
604	2624	1713
605	2628	1709
606	2633	1705
607	2638	1701
608	2644	1697
609	2649	1693
610	2653	1689
611	2659	1686
612	2670	1685
613	2674	1681
614	2678	1676
615	2685	1674
616	2689	1669
617	2693	1664
618	2698	1660
619	2703	1656
620	2710	1653
621	2714	1649
622	2719	1645
623	2728	1643
624	2733	1640
625	2738	1635
626	2744	1632
627	2748	1628
628	2752	1623
629	2756	1618
630	2760	1614
631	2764	1609
632	2767	1604
633	2771	1600
634	2776	1595
635	2781	1591
636	2786	1587
637	2790	1583
638	2794	1578
639	2798	1573
640	2802	1569
641	2806	1564
642	2809	1560
643	2814	1555
644	2817	1550
645	2821	1546
646	2825	1541
647	2829	1536
648	2833	1532
649	2837	1527
650	2841	1523
651	2845	1518
652	2849	1514
653	2853	1509
654	2856	1504
655	2860	1500
656	2865	1495
657	2868	1491
658	2872	1486
659	2876	1481
660	2880	1477
661	2884	1472
662	2888	1468
663	2892	1463
664	2896	1459
665	2900	1454
666	2904	1449
667	2908	1445
668	2912	1440
669	2916	1436
670	2920	1431
671	2923	1427
672	2927	1422
673	2931	1417
674	2935	1413
675	2939	1408
676	2943	1404
677	2947	1399
678	2951	1395
679	2955	1390
680	2959	1386
681	2965	1382
682	2969	1378
683	2973	1373
684	2979	1370
685	2984	1366
686	2989	1361
687	2992	1357
688	2996	1352
689	3000	1348
690	3004	1343
691	3008	1339
692	3012	1334
693	3016	1329
694	3020	1325
695	3025	1321
696	3029	1317
697	3034	1312
698	3039	1309
699	3042	1303
700	3046	1299
701	3052	1295
702	3056	1291
703	3060	1286
704	3064	1282
705	3068	1277
706	3072	1273
707	3076	1268
708	3080	1264
709	3084	1259
710	3088	1255
711	3092	1250
712	3096	1246
713	3099	1241
714	3103	1237
715	3107	1232
716	3111	1228
717	3115	1223
718	3119	1219
719	3123	1214
720	3127	1210
721	3131	1205
722	3137	1201
723	3143	1198
724	3147	1193
725	3151	1189
726	3157	1185
727	3160	1181
728	3166	1177
729	3170	1172
730	3174	1168
731	3178	1163
732	3182	1159
733	3186	1154
734	3190	1150
735	3194	1145
736	3198	1141
737	3202	1136
738	3206	1132
739	3210	1127
740	3214	1123
741	3218	1118
742	3222	1114
743	3225	1110
744	3229	1105
745	3233	1101
746	3237	1096
747	3241	1092
748	3245	1087
749	3249	1083
750	3253	1078
751	3259	1074
752	3263	1070
753	3267	1065
754	3271	1061
755	3277	1057
756	3281	1053
757	3284	1048
758	3288	1044
759	3292	1039
760	3296	1035
761	3300	1030
762	3304	1026
763	3308	1021
764	3312	1017
765	3316	1013
766	3320	1008
767	3324	1004
768	3328	999
769	3332	995
770	3336	990
771	3340	986
772	3344	982
773	3346	977
774	3350	972
775	3355	968
776	3358	963
777	3362	959
778	3366	955
779	3370	950
780	3374	946
781	3378	941
782	3382	937
783	3386	932
784	3392	929
785	3397	925
786	3401	920
787	3405	916
788	3409	911
789	3416	908
790	3420	903
791	3424	899
792	3428	894
793	3434	891
794	3438	886
795	3442	882
796	3446	877
797	3450	873
798	3454	868
799	3458	864
800	3462	860
801	3466	855
802	3469	851
803	3473	846
804	3477	842
805	3481	838
806	3485	833
807	3489	829
808	3493	824
809	3497	820
810	3501	815
811	3505	811
812	3508	807
813	3513	802
814	3517	798
815	3522	794
816	3527	790
817	3531	785
818	3535	781
819	3539	776
820	3545	773
821	3549	768
822	3553	764
823	3557	759
824	3561	755
825	3565	751
826	3569	746
827	3572	742
828	3576	737
829	3580	733
830	3584	729
831	3588	724
832	3592	720
833	3596	715
834	3600	711
835	3606	707
836	3610	703
837	3614	698
838	3618	694
839	3622	689
840	3626	685
841	3629	681
842	3633	676
843	3637	672
844	3641	667
845	3645	663
846	3649	659
847	3653	654
848	3657	650
849	3663	646
850	3666	642
851	3670	637
852	3674	633
853	3678	628
854	3685	625
855	3689	620
856	3693	616
857	3697	611
858	3703	607
859	3707	603
860	3714	599
861	3718	595
862	3722	590
863	3726	586
864	3730	582
865	3734	577
866	3738	573
867	3742	569
868	3746	564
869	3750	560
870	3753	555
871	3757	551
872	3761	547
873	3767	543
874	3773	539
875	3777	534
876	3781	530
877	3785	525
878	3788	521
879	3792	517
880	3798	513
881	3802	508
882	3806	504
883	3810	500
884	3814	495
885	3818	491
886	3822	486
887	3826	482
888	3830	478
889	3837	474
890	3841	469
891	3845	465
892	3848	461
893	3853	456
894	3857	452
895	3861	448
896	3865	443
897	3868	439
898	3874	435
899	3878	430
900	3882	426
901	3886	422
902	3890	417
903	3897	413
904	3901	409
905	3905	405
906	3908	400
907	3912	396
908	3916	392
909	3920	387
910	3925	383
911	3929	379
912	3933	374
913	3937	370
914	3943	366
915	3949	362
916	3953	357
917	3957	353
918	3961	349
919	3965	344
920	3969	340
921	3973	336
922	3976	331
923	3980	327
924	3984	323
925	3991	318
926	3995	314
927	3999	310
928	4003	305
929	4007	301
930	4012	297
931	4018	293
932	4023	288
933	4027	284
934	4031	280
935	4036	276
936	4040	271
937	4044	267
938	4048	262
939	4052	258
940	4056	254
941	4060	249
942	4064	245
943	4068	241
944	4072	237
945	4075	232
946	4079	228
947	4083	224
948	4089	219
949	4093	215
950	4097	211
951	4101	206
952	4105	202
953	4109	198
954	4113	193
955	4117	189
956	4121	185
957	4125	180
958	4129	176
959	4132	172
960	4137	167
961	4140	163
962	4144	159
963	4148	154
964	4153	150
965	4156	146
966	4160	141
967	4164	137
968	4168	133
969	4172	129
970	4176	124
971	4180	120
972	4184	116
973	4188	111
974	4191	107
975	4195	103
976	4199	98
977	4203	94
978	4208	90
979	4211	85
980	4215	81
981	4219	77
982	4223	73
983	4229	68
984	4233	64
985	4237	60
986	4241	55
987	4245	51
988	4249	47
989	4253	42
990	4257	38
991	4262	34
992	4267	30
993	4270	25
994	4274	21
995	4278	17
996	4282	12
997	4286	8
998	4290	4
999	4294	0
