iter	Logloss
279	0.2365686915
280	0.2362107551
281	0.2356857237
282	0.2353612833
283	0.2346735187
284	0.2342841954
285	0.2339018729
286	0.2334681904
287	0.2332164147
288	0.2324548542
289	0.232133913
290	0.2312470674
291	0.2307573647
292	0.2303900039
293	0.2295938239
294	0.2289788886
295	0.2287847331
296	0.228345857
297	0.2277929748
298	0.2275477047
299	0.2272611643
300	0.2265136629
301	0.2260239265
302	0.2256487566
303	0.2251290688
304	0.2246620742
305	0.2243147043
306	0.2240315304
307	0.2238123515
308	0.2230694792
309	0.222568926
310	0.2220480061
311	0.2211650936
312	0.2207029708
313	0.2203606792
314	0.2200419027
315	0.2195908023
316	0.2191365042
317	0.2185959575
318	0.2183907009
319	0.2178311827
320	0.2169814633
321	0.216648513
322	0.2159658081
323	0.2152252298
324	0.2146716739
325	0.2139685927
326	0.2135648187
327	0.2128003742
328	0.2120434423
329	0.2117179237
330	0.2111871356
331	0.2106254256
332	0.2100836302
333	0.2098518914
334	0.2093240076
335	0.2090881361
336	0.2083387542
337	0.2077776385
338	0.2074095601
339	0.2068598647
340	0.2062589121
341	0.2059530722
342	0.2054314749
343	0.2053359851
344	0.2049218473
345	0.2045763315
346	0.2039853581
347	0.2036382759
348	0.2030306742
349	0.2027329837
350	0.2024763754
351	0.2023046167
352	0.2021932929
353	0.2012582347
354	0.2009658194
355	0.2005617687
356	0.2000801614
357	0.1995574876
358	0.1992649304
359	0.1991400999
360	0.1987738996
361	0.198407311
362	0.198156476
363	0.1978894373
364	0.1972973774
365	0.1970419048
366	0.1966757563
367	0.1961719136
368	0.1954550071
369	0.1953418617
370	0.1949925697
371	0.1946485239
372	0.1943208322
373	0.194042864
374	0.1936804888
375	0.1931738132
376	0.1929630321
377	0.1928172607
378	0.1921987386
379	0.1917989944
380	0.1912838467
381	0.1906020423
382	0.1902109738
383	0.1896954009
384	0.1892457945
385	0.188755196
386	0.188472537
387	0.1881539142
388	0.187513366
389	0.1872430637
390	0.1865224923
391	0.1861360967
392	0.1855598209
393	0.1850021373
394	0.1846611514
395	0.1842788842
396	0.1839861562
397	0.183587764
398	0.1831657589
399	0.1828926347
400	0.1825271381
401	0.1822459287
402	0.1820425147
403	0.1817075336
404	0.1814190314
405	0.1810107226
406	0.1806924363
407	0.1804076362
408	0.1802386824
409	0.179836452
410	0.1796473579
411	0.1793101858
412	0.1790339196
413	0.1786927461
414	0.1784507429
415	0.1781031104
416	0.17779284
417	0.1773043442
418	0.1768843776
419	0.1766097101
420	0.1760846683
421	0.1756959797
422	0.1752624652
423	0.1746527519
424	0.1741488311
425	0.1737863252
426	0.173631546
427	0.1731337253
428	0.1723697718
429	0.1720799897
430	0.1715630279
431	0.1711902486
432	0.1708067548
433	0.1705542793
434	0.1700453805
435	0.1696881034
436	0.1694020241
437	0.1691724888
438	0.1688326478
439	0.1682553265
440	0.1679595116
441	0.167685766
442	0.1674439576
443	0.1671133979
444	0.1667523775
445	0.1665413578
446	0.1662598101
447	0.1659819485
448	0.1655189798
449	0.1651671109
450	0.1647586972
451	0.1645432544
452	0.1644588676
453	0.1642254299
454	0.1638203053
455	0.1633114142
456	0.1630145502
457	0.1626220033
458	0.1624487784
459	0.1618823879
460	0.1617081816
461	0.1610540848
462	0.1608197759
463	0.1604589379
464	0.1601296273
465	0.1598185329
466	0.1594970864
467	0.1590221689
468	0.1586713502
469	0.1580785096
470	0.1578776891
471	0.1576908562
472	0.1573141335
473	0.1571099553
474	0.1567242509
475	0.1564418831
476	0.1560902062
477	0.1559044713
478	0.1556836766
479	0.15551265
480	0.1553359078
481	0.1550304147
482	0.154461153
483	0.154122959
484	0.1539618013
485	0.1535537113
486	0.1531581895
487	0.1526519474
488	0.1521129813
489	0.1517062725
490	0.151424933
491	0.1511606337
492	0.1507941444
493	0.1504946822
494	0.1500702919
495	0.1496443856
496	0.1491110589
497	0.1488654023
498	0.148721203
499	0.1486304768
500	0.1483567139
501	0.1480199234
502	0.1476438935
503	0.1472925514
504	0.146983181
505	0.1467865687
506	0.1464148651
507	0.1461130182
508	0.1457058527
509	0.1454221042
510	0.1451322325
511	0.1447225498
512	0.1446125996
513	0.1441711109
514	0.1438589622
515	0.1435600607
516	0.143030947
517	0.1427467475
518	0.1424623082
519	0.1421090773
520	0.1417661774
521	0.1413936442
522	0.1410529872
523	0.140821828
524	0.1405229481
525	0.1404345697
526	0.14010941
527	0.1399486815
528	0.1396537788
529	0.139245673
530	0.1389965465
531	0.1385891851
532	0.1382008466
533	0.1380484836
534	0.1378832436
535	0.1377055391
536	0.1373920803
537	0.1370426532
538	0.1369000579
539	0.1366256948
540	0.1362585648
541	0.1359918413
542	0.1357867193
543	0.135516256
544	0.1354231694
545	0.1350393789
546	0.1345924311
547	0.1344142569
548	0.1340998702
549	0.1338687296
550	0.1336111848
551	0.1332819508
552	0.1328084282
553	0.1324015243
554	0.131987302
555	0.1315358198
556	0.1313952618
557	0.1309180443
558	0.1307604456
559	0.1304914175
560	0.1303574911
561	0.1299903336
562	0.1297022523
563	0.1294780294
564	0.1292949334
565	0.1290076168
566	0.1285861557
567	0.1283818517
568	0.1280591367
569	0.1278644624
570	0.1276532041
571	0.1274721299
572	0.1272930213
573	0.1270119576
574	0.1269819521
575	0.1267668747
576	0.1264156648
577	0.125885112
578	0.1257620908
579	0.1256617617
580	0.1252925146
581	0.1251230383
582	0.1248726582
583	0.1244316702
584	0.1240244024
585	0.1238685885
586	0.12367393
587	0.1235597827
588	0.1235037154
589	0.1230417359
590	0.1227756011
591	0.1227658726
592	0.1225555537
593	0.1220817584
594	0.1217779754
595	0.1216020625
596	0.1213478449
597	0.1210377798
598	0.1208154005
599	0.1204266795
600	0.1199347468
601	0.1193971813
602	0.1190292734
603	0.1186507594
604	0.1183997962
605	0.1181989208
606	0.1179523352
607	0.1176229165
608	0.1174256901
609	0.1172935723
610	0.1170779902
611	0.1167259235
612	0.1166258697
613	0.1164169294
614	0.1160976852
615	0.1157895767
616	0.1154780708
617	0.1152098221
618	0.1149058541
619	0.1144814493
620	0.1143624617
621	0.1141335303
622	0.1138544128
623	0.1136282731
624	0.1134335136
625	0.1131613929
626	0.1128618379
627	0.1125619189
628	0.112351867
629	0.112076175
630	0.111794466
631	0.1116227331
632	0.1113465784
633	0.1111567364
634	0.1109300096
635	0.1105199529
636	0.1103330954
637	0.1102431715
638	0.1100726698
639	0.1097743785
640	0.1096925914
641	0.1095892494
642	0.1094134571
643	0.1092501529
644	0.1089563948
645	0.1088582702
646	0.1087581746
647	0.1085769498
648	0.1084852713
649	0.1081296164
650	0.1079398739
651	0.1077106558
652	0.1074990543
653	0.107423876
654	0.1072957946
655	0.1070915715
656	0.1068659468
657	0.1066676102
658	0.106459388
659	0.1062080239
660	0.1059607063
661	0.1056815489
662	0.1055345034
663	0.1052816824
664	0.1050401596
665	0.1048575854
666	0.1047759058
667	0.1044737251
668	0.1042932401
669	0.1040498974
670	0.1038381327
671	0.1035301763
672	0.103359752
673	0.1031679612
674	0.1028999199
675	0.1026050622
676	0.1023644261
677	0.1023254183
678	0.1020186081
679	0.1016984762
680	0.1015000938
681	0.1012021147
682	0.1011020571
683	0.1009612359
684	0.1006263847
685	0.1003550393
686	0.1001955142
687	0.1001705845
688	0.0999598107
689	0.0997015273
690	0.09944700153
691	0.09925699786
692	0.09891444221
693	0.09857309283
694	0.09829460384
695	0.09812340534
696	0.09787703737
697	0.09776918494
698	0.09753006155
699	0.09729777017
700	0.09707756704
701	0.09677955739
702	0.09641107461
703	0.09611443866
704	0.09594494131
705	0.09560438814
706	0.09537500009
707	0.09522480993
708	0.09500924982
709	0.09470514905
710	0.09455077941
711	0.09440811862
712	0.09422792942
713	0.09393113902
714	0.0938297516
715	0.09374725905
716	0.09363561398
717	0.09338281585
718	0.0932699872
719	0.09312492156
720	0.09302238196
721	0.09285349634
722	0.09267131195
723	0.09240626905
724	0.0922719252
725	0.09216671125
726	0.0920099656
727	0.09194806589
728	0.0915847393
729	0.09132975903
730	0.09110970316
731	0.09092624402
732	0.09080810919
733	0.09052083744
734	0.09025872221
735	0.08994850911
736	0.08982677987
737	0.08959530083
738	0.08950808565
739	0.08936523237
740	0.08917867846
741	0.08898578625
742	0.08883619162
743	0.08847630964
744	0.08835202317
745	0.08826667683
746	0.08810948536
747	0.08786921533
748	0.08765503986
749	0.08757596639
750	0.08738928487
751	0.08733434943
752	0.08706579258
753	0.08696797931
754	0.08681020813
755	0.08665204071
756	0.08649691531
757	0.08640417619
758	0.08620305553
759	0.08597616324
760	0.08580422989
761	0.08561679942
762	0.08550788765
763	0.08533718986
764	0.08517829461
765	0.08502637412
766	0.08479659174
767	0.08464771172
768	0.0843892215
769	0.08423773681
770	0.08406978137
771	0.08393610581
772	0.08371294209
773	0.08358689035
774	0.08349792566
775	0.08338782257
776	0.0832046687
777	0.08302544774
778	0.08285310504
779	0.08274909319
780	0.08257832923
781	0.08238388668
782	0.08226487337
783	0.08213241378
784	0.0819410634
785	0.08181804524
786	0.08158666228
787	0.08131712575
788	0.08115412818
789	0.08100098079
790	0.08094876548
791	0.08082066231
792	0.08067477477
793	0.0805805708
794	0.08032622941
795	0.08015729203
796	0.07992668977
797	0.07975439818
798	0.07961233733
799	0.0794929726
800	0.07944408381
801	0.0793287399
802	0.07908950003
803	0.07896177135
804	0.07887079364
805	0.07874485162
806	0.07857811271
807	0.07846681377
808	0.07833486023
809	0.0781873887
810	0.07797270407
811	0.07786443758
812	0.07772894176
813	0.07768327468
814	0.07754784304
815	0.07742782128
816	0.0773117968
817	0.077079365
818	0.07691348211
819	0.07686205814
820	0.07669118337
821	0.07657864815
822	0.0764278065
823	0.07627430407
824	0.0761559966
825	0.07604861633
826	0.07590473458
827	0.07576046801
828	0.07564287997
829	0.07551233899
830	0.07537030041
831	0.07518479257
832	0.07503566941
833	0.07485868117
834	0.07473096733
835	0.07461559409
836	0.07435667772
837	0.07427194819
838	0.07420234486
839	0.07405368362
840	0.07383345922
841	0.07371313688
842	0.07355573057
843	0.07347966144
844	0.07338012438
845	0.07329198614
846	0.0731133411
847	0.07295965183
848	0.07283850015
849	0.07266858535
850	0.07257871297
851	0.07239574078
852	0.07224308019
853	0.07218907076
854	0.07207444185
855	0.07200638491
856	0.07190858832
857	0.07175636886
858	0.07160341605
859	0.07148556326
860	0.07132877745
861	0.07110306615
862	0.07096632514
863	0.07086917948
864	0.07074683049
865	0.07066903086
866	0.07051501151
867	0.07038934878
868	0.07021972756
869	0.07005471054
870	0.06991706156
871	0.06982186919
872	0.06971608209
873	0.06963876809
874	0.06952484796
875	0.06942407085
876	0.06929095393
877	0.06921111812
878	0.0690746532
879	0.06898912282
880	0.06882630297
881	0.06881239784
882	0.06869773643
883	0.0685678817
884	0.06844741269
885	0.06836976747
886	0.06828535779
887	0.06815385233
888	0.06806009384
889	0.06796623056
890	0.06784837375
891	0.06773064247
892	0.06762065855
893	0.06743804712
894	0.06738192166
895	0.06728469774
896	0.06714299659
897	0.06706780785
898	0.06691156758
899	0.06669737742
900	0.066579996
901	0.06642261138
902	0.06623052666
903	0.06600137248
904	0.06586950067
905	0.06570938878
906	0.06559372306
907	0.06543360399
908	0.06537016967
909	0.06530166196
910	0.06521139982
911	0.0650954896
912	0.06498211648
913	0.06480185265
914	0.06471240121
915	0.06457446368
916	0.06442281376
917	0.06440594079
918	0.06432539566
919	0.06423799611
920	0.06410745636
921	0.06408986194
922	0.06399973468
923	0.06395616784
924	0.06390539255
925	0.06376919603
926	0.06361960199
927	0.06346994273
928	0.06332543744
929	0.06320953963
930	0.06296635501
931	0.0628522978
932	0.06275696966
933	0.06270849007
934	0.06269905573
935	0.06253952701
936	0.06245716705
937	0.06233465184
938	0.06229385562
939	0.06214913845
940	0.06206261705
941	0.06202682066
942	0.06193880598
943	0.06183223743
944	0.06178025341
945	0.06176962364
946	0.0616800752
947	0.06160286117
948	0.06145544761
949	0.06140394584
950	0.06132457904
951	0.06120021995
952	0.06110284875
953	0.06095529978
954	0.06083901243
955	0.06073727004
956	0.06059069577
957	0.06040147819
958	0.06033467445
959	0.06019357918
960	0.06009224656
961	0.05991063736
962	0.05983009436
963	0.05969366328
964	0.05963709904
965	0.05945332117
966	0.05937716571
967	0.05933378995
968	0.0591790722
969	0.0590081346
970	0.05885541966
971	0.05877095727
972	0.05868482465
973	0.05857725317
974	0.05848150242
975	0.0584218032
976	0.05828910424
977	0.05821974193
978	0.05812149676
979	0.05804918034
980	0.05799744649
981	0.05789108936
982	0.05779145545
983	0.05767871662
984	0.0575644517
985	0.05749794351
986	0.05743222515
987	0.05730286914
988	0.05725161804
989	0.05715543165
990	0.05705140671
991	0.05701167662
992	0.05692302678
993	0.0568436146
994	0.05675498663
995	0.05668144492
996	0.05658285752
997	0.05645391665
998	0.05637534785
999	0.05625212672
