iter	Passed	Remaining
371	1634	2758
372	1640	2758
373	1644	2753
374	1648	2748
375	1654	2745
376	1660	2743
377	1664	2738
378	1669	2735
379	1673	2729
380	1677	2724
381	1680	2719
382	1687	2717
383	1691	2713
384	1695	2707
385	1699	2702
386	1705	2701
387	1709	2696
388	1713	2691
389	1718	2687
390	1722	2682
391	1726	2677
392	1730	2672
393	1735	2669
394	1740	2665
395	1743	2659
396	1747	2654
397	1753	2652
398	1758	2648
399	1762	2643
400	1766	2639
401	1771	2634
402	1775	2630
403	1779	2624
404	1785	2623
405	1789	2618
406	1793	2613
407	1797	2608
408	1804	2606
409	1807	2601
410	1811	2596
411	1815	2590
412	1819	2585
413	1823	2581
414	1827	2576
415	1832	2572
416	1836	2567
417	1840	2562
418	1844	2557
419	1849	2554
420	1853	2549
421	1857	2544
422	1861	2539
423	1866	2536
424	1870	2531
425	1875	2526
426	1879	2521
427	1885	2520
428	1889	2515
429	1893	2510
430	1899	2507
431	1903	2502
432	1907	2498
433	1911	2493
434	1917	2490
435	1921	2484
436	1924	2479
437	1928	2474
438	1934	2471
439	1938	2466
440	1941	2461
441	1947	2458
442	1951	2454
443	1955	2449
444	1959	2444
445	1965	2440
446	1969	2436
447	1973	2431
448	1977	2426
449	1984	2425
450	1988	2420
451	1992	2415
452	1999	2413
453	2002	2408
454	2006	2403
455	2011	2399
456	2017	2396
457	2021	2391
458	2025	2386
459	2032	2386
460	2036	2381
461	2040	2376
462	2044	2371
463	2049	2367
464	2053	2362
465	2057	2357
466	2063	2354
467	2067	2350
468	2071	2345
469	2075	2340
470	2082	2339
471	2086	2333
472	2090	2328
473	2096	2325
474	2099	2320
475	2103	2315
476	2107	2310
477	2114	2309
478	2120	2305
479	2124	2301
480	2131	2300
481	2135	2295
482	2139	2290
483	2145	2287
484	2149	2282
485	2153	2277
486	2158	2273
487	2164	2270
488	2168	2265
489	2172	2260
490	2178	2257
491	2183	2254
492	2187	2249
493	2191	2245
494	2196	2240
495	2201	2237
496	2205	2232
497	2209	2227
498	2213	2222
499	2217	2217
500	2221	2212
501	2226	2208
502	2230	2204
503	2234	2199
504	2238	2194
505	2243	2190
506	2248	2185
507	2252	2181
508	2255	2176
509	2261	2172
510	2265	2168
511	2269	2163
512	2274	2159
513	2278	2154
514	2282	2149
515	2286	2145
516	2292	2141
517	2296	2137
518	2300	2132
519	2304	2126
520	2309	2123
521	2313	2118
522	2317	2113
523	2321	2108
524	2326	2105
525	2330	2100
526	2334	2095
527	2339	2090
528	2344	2087
529	2348	2082
530	2352	2078
531	2358	2074
532	2362	2069
533	2366	2064
534	2370	2060
535	2377	2057
536	2381	2053
537	2385	2048
538	2391	2045
539	2395	2040
540	2399	2036
541	2404	2031
542	2409	2028
543	2413	2023
544	2417	2018
545	2422	2014
546	2428	2010
547	2431	2005
548	2435	2001
549	2442	1998
550	2446	1993
551	2450	1988
552	2455	1984
553	2459	1979
554	2463	1974
555	2466	1969
556	2472	1966
557	2478	1963
558	2482	1958
559	2487	1954
560	2491	1949
561	2495	1945
562	2499	1940
563	2505	1937
564	2509	1932
565	2514	1927
566	2517	1922
567	2523	1919
568	2527	1914
569	2531	1909
570	2536	1905
571	2541	1901
572	2545	1896
573	2549	1891
574	2555	1888
575	2559	1883
576	2563	1879
577	2567	1874
578	2572	1870
579	2576	1865
580	2580	1861
581	2585	1856
582	2589	1852
583	2593	1847
584	2597	1842
585	2602	1838
586	2607	1834
587	2611	1830
588	2615	1825
589	2621	1821
590	2625	1816
591	2629	1811
592	2633	1807
593	2638	1803
594	2641	1798
595	2645	1793
596	2650	1788
597	2654	1784
598	2657	1779
599	2661	1774
600	2666	1770
601	2670	1765
602	2675	1761
603	2678	1756
604	2684	1752
605	2689	1748
606	2693	1743
607	2696	1738
608	2702	1735
609	2707	1730
610	2711	1726
611	2715	1721
612	2722	1718
613	2726	1713
614	2730	1709
615	2735	1705
616	2740	1700
617	2743	1696
618	2749	1692
619	2753	1687
620	2757	1682
621	2761	1678
622	2768	1675
623	2772	1670
624	2776	1665
625	2781	1661
626	2787	1658
627	2791	1653
628	2795	1649
629	2802	1645
630	2805	1640
631	2809	1636
632	2815	1632
633	2819	1627
634	2823	1622
635	2827	1618
636	2833	1614
637	2837	1609
638	2840	1604
639	2844	1600
640	2850	1596
641	2854	1591
642	2858	1586
643	2863	1582
644	2869	1579
645	2873	1574
646	2878	1570
647	2883	1566
648	2887	1561
649	2891	1557
650	2897	1553
651	2901	1548
652	2904	1543
653	2908	1538
654	2914	1535
655	2918	1530
656	2922	1525
657	2927	1521
658	2932	1517
659	2936	1512
660	2940	1507
661	2944	1503
662	2949	1499
663	2956	1495
664	2963	1492
665	2968	1488
666	2974	1484
667	2981	1482
668	2986	1477
669	2990	1473
670	2996	1469
671	3000	1464
672	3004	1459
673	3008	1455
674	3013	1451
675	3017	1446
676	3021	1441
677	3025	1437
678	3030	1432
679	3033	1427
680	3037	1422
681	3041	1418
682	3046	1413
683	3050	1409
684	3054	1404
685	3058	1399
686	3062	1395
687	3066	1390
688	3070	1386
689	3075	1381
690	3079	1377
691	3083	1372
692	3087	1367
693	3091	1363
694	3096	1358
695	3101	1354
696	3104	1349
697	3110	1345
698	3114	1341
699	3118	1336
700	3122	1331
701	3127	1327
702	3131	1323
703	3136	1318
704	3140	1314
705	3144	1309
706	3148	1304
707	3152	1300
708	3156	1295
709	3165	1292
710	3169	1288
711	3173	1283
712	3177	1279
713	3182	1274
714	3186	1270
715	3191	1265
716	3195	1261
717	3199	1256
718	3202	1251
719	3210	1248
720	3216	1244
721	3220	1239
722	3225	1235
723	3229	1231
724	3233	1226
725	3236	1221
726	3242	1217
727	3247	1213
728	3250	1208
729	3255	1204
730	3262	1200
731	3267	1196
732	3272	1192
733	3277	1187
734	3281	1182
735	3284	1178
736	3291	1174
737	3295	1170
738	3299	1165
739	3304	1161
740	3308	1156
741	3312	1151
742	3316	1147
743	3320	1142
744	3324	1137
745	3328	1133
746	3332	1128
747	3336	1124
748	3341	1119
749	3345	1115
750	3349	1110
751	3353	1106
752	3357	1101
753	3361	1096
754	3365	1092
755	3370	1087
756	3374	1083
757	3378	1078
758	3383	1074
759	3387	1069
760	3392	1065
761	3395	1060
762	3399	1056
763	3405	1051
764	3409	1047
765	3413	1042
766	3417	1038
767	3422	1033
768	3426	1029
769	3430	1024
770	3434	1020
771	3439	1015
772	3445	1011
773	3449	1007
774	3455	1003
775	3459	998
776	3463	994
777	3467	989
778	3471	984
779	3475	980
780	3479	975
781	3483	971
782	3488	966
783	3492	962
784	3496	957
785	3502	953
786	3506	949
787	3510	944
788	3514	939
789	3520	935
790	3524	931
791	3528	926
792	3533	922
793	3538	918
794	3542	913
795	3546	908
796	3554	905
797	3558	900
798	3561	896
799	3566	891
800	3570	887
801	3574	882
802	3578	877
803	3583	873
804	3589	869
805	3593	864
806	3598	860
807	3603	856
808	3607	851
809	3611	847
810	3617	843
811	3621	838
812	3625	833
813	3632	829
814	3637	825
815	3641	821
816	3645	816
817	3651	812
818	3655	807
819	3660	803
820	3665	799
821	3669	794
822	3673	790
823	3679	786
824	3684	781
825	3688	776
826	3692	772
827	3697	768
828	3701	763
829	3705	758
830	3710	754
831	3715	750
832	3719	745
833	3723	741
834	3729	736
835	3733	732
836	3736	727
837	3741	723
838	3746	718
839	3750	714
840	3753	709
841	3757	705
842	3762	700
843	3766	696
844	3770	691
845	3773	686
846	3779	682
847	3782	678
848	3786	673
849	3790	668
850	3796	664
851	3800	660
852	3804	655
853	3809	651
854	3813	646
855	3817	642
856	3821	637
857	3826	633
858	3830	628
859	3834	624
860	3838	619
861	3843	615
862	3847	610
863	3851	606
864	3855	601
865	3861	597
866	3865	592
867	3869	588
868	3873	583
869	3878	579
870	3882	575
871	3886	570
872	3892	566
873	3896	561
874	3900	557
875	3904	552
876	3911	548
877	3915	544
878	3919	539
879	3926	535
880	3930	530
881	3934	526
882	3938	521
883	3944	517
884	3948	513
885	3952	508
886	3957	504
887	3961	499
888	3965	495
889	3969	490
890	3976	486
891	3980	481
892	3984	477
893	3989	473
894	3993	468
895	3996	463
896	4000	459
897	4005	454
898	4009	450
899	4013	445
900	4017	441
901	4022	437
902	4026	432
903	4030	427
904	4033	423
905	4039	419
906	4043	414
907	4047	410
908	4051	405
909	4057	401
910	4062	396
911	4066	392
912	4071	387
913	4075	383
914	4079	378
915	4083	374
916	4088	370
917	4092	365
918	4096	361
919	4100	356
920	4105	352
921	4109	347
922	4113	343
923	4118	338
924	4122	334
925	4126	329
926	4130	325
927	4135	320
928	4138	316
929	4144	311
930	4148	307
931	4153	303
932	4156	298
933	4160	294
934	4164	289
935	4170	285
936	4174	280
937	4178	276
938	4182	271
939	4188	267
940	4192	262
941	4196	258
942	4201	253
943	4205	249
944	4209	244
945	4213	240
946	4219	236
947	4223	231
948	4227	227
949	4231	222
950	4238	218
951	4243	213
952	4247	209
953	4253	205
954	4257	200
955	4261	196
956	4264	191
957	4271	187
958	4275	182
959	4279	178
960	4285	173
961	4289	169
962	4293	164
963	4298	160
964	4303	156
965	4307	151
966	4311	147
967	4317	142
968	4321	138
969	4325	133
970	4329	129
971	4334	124
972	4338	120
973	4342	115
974	4346	111
975	4352	107
976	4356	102
977	4360	98
978	4365	93
979	4370	89
980	4374	84
981	4378	80
982	4383	75
983	4387	71
984	4391	66
985	4395	62
986	4399	57
987	4404	53
988	4407	49
989	4411	44
990	4416	40
991	4420	35
992	4424	31
993	4428	26
994	4433	22
995	4437	17
996	4441	13
997	4446	8
998	4450	4
999	4454	0
